token	lemma	semantic_tags
gagah	gagah	E5+
gagah	gagah	G2.2+
gagah	gagah	N3.8+ T4
gagah	gagah	S1.2.5+ O4.1
gagah	gagah	Z1mf
gagak	gagak	L2
gagak	gagak	L2/X3.2 Q2.1
gagal	gagal	A1.1.2 B2- N3.2-/A2.1
gagal	gagal	A1.5.2-
gagal	gagal	F1 L2mfn
gagal	gagal	G3 G2.1 A9+
gagal	gagal	M1
gagal	gagal	S8-
gagal	gagal	T2+/S2mf
gagal	gagal	X9.2-
gagal	gagal	X9.2- A5.1-/A2.1
gagal	gagal	X9.2- A9- M6/A5.3- L1-
gagang	gagang	A1.1.1 S7.1+ X9.2+
gagang	gagang	Q1.3
gagap	gagap	Q2.1
gagap	gagap	Q2.2/B2-
gagar	gagar	X2.4
gagasan	gagasan	E6+ E2- S8+ A1.3
gagasan	gagasan	O4.5 X3.2 A1.1.1 E1
gagasan	gagasan	S8+ B1
gagasan	gagasan	X4.1
gagasan	gagasan	X4.1 X7+
gagu	gagu	X3.2- X9.1- S1.2.6-
gaham	gaham	E3-/Q2.2 A15- X2.6+/O4.2- A7+
gahari	gahari	N2 A6.2+
gaharu	gaharu	E3- O1.1
gai	gai	Z1
gajah	gajah	L2mfn
gajah	gajah	S9/S7.1+/S2mf
gaji	gaji	A1.1.1
gaji	gaji	I1.1
gajih	gajih	O1
gajul	gajul	G2.1-/S2mf
gajus	gajus	F1
gala	gala	A1.7+
gala	gala	L2mfn
gala	gala	M2 K5.1 X7+ M1 X3.2 H1
gala	gala	O1.1
gala-gala	gala-gala	L2mfn
galabah	galabah	E4.1- A5.1-
galah	galah	M8
galah	galah	O2 W3 A6.1-
galak	galak	E3-
galak	galak	G3/O1.1
galak	galak	S8+
galak	galak	X5.2+
galak	galak	X5.2+ A1.1.1
galakan	galakan	A2.2 E3-
galakan	galakan	S8+
galakan	galakan	S8+ A1.1.1 K5.1 I1.1 A10+
galakan	galakan	X5.2+
galakan	galakan	X5.2+ A2.2
galaksi	galaksi	W1
galang	galang	E4.1+ W2 Q4.3
galang	galang	H2/O2
galangan	galangan	A1.7+ S8-
galangan	galangan	S8- S1.2.5+
galangan	galangan	X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3
galau	galau	X3.2
galei	galei	F1/H2 M4fn
galeri	galeri	C1/H1 H2
galeri	galeri	H2
gali	gali	A1.1.1
galian	galian	O1
galik	galik	E4.2+
galir	galir	A1.7- A9-
galir	galir	O4.1 Q3
galir	galir	Q2.2 Q2.1
galir	galir	Q3/X9.1+
galir	galir	S1.2.3+
galir	galir	X9.1+
galon	galon	N3.4
gam	gam	A1.1.1
gama	gama	Q3
gamang	gamang	B2- S1.2.6-
gamat	gamat	E3- X2.5- X5.2+
gambar	gambar	A1.1.1 F1
gambar	gambar	A1.1.1 X6+ Q2.1 G2.1/A5.2-
gambar	gambar	A4.1 C1
gambar	gambar	A4.2+
gambar	gambar	C1
gambar	gambar	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
gambar	gambar	C1 Q2.1
gambar	gambar	C1 Q2.2
gambar	gambar	Q1.2
gambar	gambar	Q4.3
gambar	gambar	X2.1 C1
gambar	gambar	X2.1 X2.5+
gambaran	gambaran	A4.1 C1
gambaran	gambaran	C1
gambaran	gambaran	C1 Q2.2
gambaran	gambaran	G1.1 C1 Q1.1 G2.1 K4
gambaran	gambaran	O4.3 X5.2+
gambaran	gambaran	Q2.2 A4.1
gambaran	gambaran	W2 O4.2+ O4.3 E1
gambaran	gambaran	W2 O4.6+
gambaran	gambaran	X2.1 C1
gambaran	gambaran	X2.1 X2.5+
gambaran	gambaran	X2.1/A6.2- A5.2-
gambut	gambut	O1.1
gamik	gamik	Q1.1
gamis	gamis	O1.1 B5
gamit	gamit	A10+ M6 Q1.1/M3
gamit	gamit	Q1.1
gamit	gamit	Q1.1 X5.2+
gampang	gampang	A12+
gampang	gampang	A5.4-
gampang	gampang	X9.1-/S2mf S1.2.6-/S2mf B1
gampangan	gampangan	A12+
gamut	gamut	A6.3+
ganar	ganar	G3/S2.2m
ganar	ganar	X2.5-
ganar	ganar	X2.5- O4.1
ganas	ganas	A5.1- G2.2- O4.2- B2-
ganas	ganas	E3-
ganas	ganas	E3- N3.2+
ganas	ganas	E3- N3.2+@
ganas	ganas	E3-/S2mf
ganas	ganas	G2.1-
ganas	ganas	G2.2- E3-
ganas	ganas	L1
ganas	ganas	L2mfn E3-/S2mf
ganas	ganas	X3.2
gancang	gancang	B1
gancang	gancang	M5 M1 N3.8+ E3-
gancu	gancu	B5 O4.4
ganda	ganda	X3.5
ganda-berganda	ganda-berganda	N2 N5+/A2.1
gandal	gandal	S8-
gandalan	gandalan	S8-
gandar	gandar	O2
ganding	ganding	S1.1.3+ S8+
gandingan	gandingan	N5+
ganduh	ganduh	A2.1+
ganduh	ganduh	N5++
gandum	gandum	F1
gandum	gandum	F1 B2-
gandum	gandum	N5- F1 L3 O4.5
gang	gang	H2 Q3 M1 I1.2/M1@
ganggang	ganggang	F1 O4.6
ganggang	ganggang	L3
ganggang	ganggang	S1.2.1- A1.8-
ganggu-mengganggui	ganggu-mengganggui	E6-
ganggu-mengganggui	ganggu-mengganggui	Q2.2 X7- T2-
gangguan	gangguan	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
gangguan	gangguan	A12- B2- S8-
gangguan	gangguan	B2- A10- O4.3 G3@
gangguan	gangguan	B2- E3- O4.2-
gangguan	gangguan	B2- E4.1-
gangguan	gangguan	E3+
gangguan	gangguan	E3-
gangguan	gangguan	E3- A1.1.2
gangguan	gangguan	E3- B2-
gangguan	gangguan	E6-
gangguan	gangguan	Q2.2 X7- T2-
gangguan	gangguan	S8-
gangguan	gangguan	T2-/T1.3
gangguan	gangguan	X3.2
gangguan	gangguan	X5.1-
gangguan	gangguan	X7-
gangguan	gangguan	X9.2- A1.1.2 Q2.2 T2- B2-
gangren	gangren	B2-
gangsa	gangsa	O4.3
gangsal	gangsal	A6.2- N6- A13.4
ganih	ganih	O4.3 O4.3/S2mf F2 F1 B1
ganja	ganja	F3
ganjaran	ganjaran	A1.1.1
ganjaran	ganjaran	A5.1+/A2.1 S8+/A1.1.2- M1
ganjaran	ganjaran	A5.1+/A2.2 I1.1+ S1.1.4+
ganjaran	ganjaran	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
ganjaran	ganjaran	F1 S8+
ganjaran	ganjaran	I1
ganjaran	ganjaran	I1.1
ganjaran	ganjaran	I1.3 S7.1-/S2mf
ganjaran	ganjaran	N5+ I1
ganjaran	ganjaran	O2
ganjaran	ganjaran	S8+
ganjaran	ganjaran	X7+ S7.1+
ganjaran	ganjaran	X7-
ganjil	ganjil	A6.2-
ganjil	ganjil	A6.2- A4.2+
ganjil	ganjil	A6.2- N6- A13.4
ganjil	ganjil	A6.2- O4.2-
ganjil	ganjil	A6.2- X5.2+
ganjil	ganjil	E5-
ganjil	ganjil	K1/E4.1+/S2mf
ganjil	ganjil	M7
ganjil	ganjil	O4.4 A6.3+ A6.1-
ganjil	ganjil	S1.2.6-
ganjil	ganjil	X2.6- A1.3-
ganjil	ganjil	X5.2+ A6.2-
ganjur	ganjur	E3- A1.1.1
ganjur	ganjur	L2mfnc F1 G3
ganjur	ganjur	M1 G3 A1.9
ganti	ganti	A2.1+
ganti	ganti	A2.1+ M2
ganti	ganti	A2.1+/S2mf
ganti	ganti	A9+ A9- A1.9 E3+ L1+
gantian	gantian	A2.1+
gantung	gantung	M2 M1 M8 G2.1 S7.1-
ganyar	ganyar	E3-/S2mf
ganyar	ganyar	O4.1 X8+ X5.2+ N5+ A12-
ganyir	ganyir	A12+
gaok	gaok	L2/X3.2 Q2.1
gapah	gapah	N3.8+
gapah	gapah	X9.1+
gapura	gapura	H2
gapura	gapura	O4.4
gar	gar	N5+++ X3.2
gar	gar	Q2.2/E3- X3.2+
garah-garah	garah-garah	E3- A1.1.1
garaj	garaj	M3/H1
garam	garam	F1
garam	garam	O1
garang	garang	E3-
garang	garang	E3- N3.2+@
garang	garang	E4.1-
garang	garang	E4.1- O4.2-
garang	garang	O4.1 E5+
garang	garang	O4.2-
garang	garang	O4.3 O4.2- K2
garang	garang	S1.2.3+
garang	garang	X3.2++ O4.3
garangan	garangan	A7+
garau	garau	A1.1.1 E2- X3.2
garau	garau	O4.2-
garau	garau	S1.2.1-
garau	garau	X3.2
garau	garau	X3.3 O4.5 E3- S1.2.4- O4.2- A4.2- A12- E3-/K5.2
gari	gari	G2.1
garing	garing	O4.5
garis	garis	A1.1.1
garis	garis	B2-
garis	garis	B3 A1.1.1
garis	garis	O4.4
garisan	garisan	A1.1.1
garisan	garisan	Q2.1 O4.4
garison	garison	G3
garit	garit	M2 M1 A2.1+ E1 H4/A2.1
garit	garit	Q1.1
garnet	garnet	O1.1
garong	garong	G2.1-/S2mf
garpu	garpu	F4 O4.4
garpu	garpu	O4.4 M6
garu	garu	A1.1.1
garu	garu	A1.1.1 S7.1-
garu	garu	B2-
garu	garu	B2- A1.1.1 A1.1.2
garuk	garuk	A1.1.1 E2- X3.2
garuk	garuk	S1.2.1-
garuk	garuk	X3.2
garukan	garukan	B2-
gas	gas	E3- Q2.1
gas	gas	O1.3
gas	gas	O4.3 A12- W4
gasal	gasal	A6.2- N6- A13.4
gasang	gasang	A12+
gasang	gasang	G2.2-
gasang	gasang	S3.2+ S1.2.2+ X5.2+
gasang	gasang	S3.2+/G2.2-
gasang	gasang	X5.2+ T2+ S3.2+ E3-
gasar	gasar	G2.2+ A5.2+
gasar	gasar	G2.2-/S2mf
gasing	gasing	A11.1++ N5++ A5.1++ A1.1.1 L1-
gasing	gasing	E3- Q2.1
gasket	gasket	O2
gasolin	gasolin	O1.2
gaster	gaster	B1
gastroenteritis	gastroenteritis	B2-
gastronomi	gastronomi	F1/X2.2+
gat	gat	A1.1.1/A15+ X3.4/A15+
gat	gat	F1 A1.1.2 A1.1.1
gat	gat	Z1
gatal	gatal	B2- X7+
gatal	gatal	E6-
gatal	gatal	S3.2
gatal-gatal	gatal-gatal	B2- X7+
gaun	gaun	B5
gaun	gaun	B5 F1 B3 O4.1
gaung	gaung	A11.1+ X3.2
gaung	gaung	A6.1- W3/M4
gaung	gaung	F1 N5.1+
gaung	gaung	G2.2- A1.1.2
gaung	gaung	H2
gaung	gaung	O2/F4
gaung	gaung	O2/F4 W3/M4 N5-
gaung	gaung	W3
gaung	gaung	W3 A6.1-
gaung	gaung	X3.2
gawai	gawai	A1.1.1
gawai	gawai	O2
gawal	gawal	X2.5-
gawang	gawang	A1.7+
gawang	gawang	K5.1
gawat	gawat	Q2.2 A11.1+ A15-
gay	gay	S3.2/S2mf
gaya	gaya	A1.1.1
gaya	gaya	A1.1.1 Q2.2
gaya	gaya	A13.3
gaya	gaya	A5.4- A10+ C1
gaya	gaya	B4 Q2.1
gaya	gaya	M1/N3.8+
gaya	gaya	M2 M3fn
gaya	gaya	M6
gaya	gaya	M8 C1 P1 G1.1 G2.1 M6 A9+
gaya	gaya	O4.1 Q1.2 A5.1
gaya	gaya	Q3
gaya	gaya	Q3 E1/B1
gaya	gaya	S1.1.1 A1.1.1
gaya	gaya	S1.1.1 X4.2
gaya	gaya	S7.1+ A1.1.1 E3-
gaya	gaya	W3 W1 E1 N3.5
gaya	gaya	X3.3 M6 Q2.2 E1 E2-
gaya-gayanya	gaya-gayanya	A7+
gayal	gayal	E3-/S2mf
gayal	gayal	O1.1
gayang	gayang	B2-
gayang	gayang	M1 M2 A2.1+ A2.2
gayat	gayat	B2- S1.2.6-
gayun	gayun	M1 M2 E5- K2
gazel	gazel	L2mfn
gazetir	gazetir	Q4.1
gear	gear	A1.1.1
gebar	gebar	H5 O2 N5.2+
geblek	geblek	N5+ A12- X9.1-
geblek	geblek	S1.2.6- X9.1-
geblek	geblek	X9.1-
gebu	gebu	O1.1
gecar	gecar	B1
gecar	gecar	E5-
gedabir	gedabir	B1 L2
gedang	gedang	A5.1+
gedang	gedang	M2
gedang	gedang	N3.2+
gedang	gedang	N3.2+ N5+ A11.1+
gede	gede	N3.2+
gede	gede	N3.2+ N5+ A11.1+
gedebang	gedebang	A1.1.1 X3.2 S3.2/B1
gedebang-gedebung	gedebang-gedebung	A1.1.1 X3.2 S3.2/B1
gedempol	gedempol	N3.2+
gedempol	gedempol	O1
gedung	gedung	A9+/H1 N5+
gedung	gedung	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
gedung	gedung	H1 A1.1.1 O2 X2.1
gedung	gedung	H1 B2-/X1
gedung	gedung	I2.2 G2.1@
gedung	gedung	M2 I1.1
gegabah	gegabah	A1.3-
gegadan	gegadan	S9
gegala	gegala	M2 K5.1 X7+ M1 X3.2 H1
gegala	gegala	O1.1
gegancu	gegancu	O2
gegap	gegap	Q2.1
gegap	gegap	Q2.2/B2-
gegar	gegar	M1 E5-
gegar	gegar	M1 M2 E5- K2
gegaran	gegaran	A2.1+
gegaran	gegaran	B2 A2.1+
gegaran	gegaran	E2- A1.1.1 M2
gegaran	gegaran	E5- S1.2.4-
gegaran	gegaran	M1
gegaran	gegaran	M1 M2
gegaran	gegaran	M2 M1 E4.1- E5- A2.1+ A6.1+
gegaran	gegaran	W3
gegat	gegat	L2mfn
gegelang	gegelang	O2 O4.4
gegelang	gegelang	S5+
gegelung	gegelung	O4.4
gegendang	gegendang	B1 B3
geiser	geiser	W3
gejala	gejala	B2- A1.1.1
gejala	gejala	B2- A4.2+
gel	gel	S3.1 A7+
gelabah	gelabah	E4.1-
gelabah	gelabah	E4.1- A5.1-
gelabah	gelabah	E6-
gelabah	gelabah	W4 N5 N3.8+
gelabah	gelabah	X2.5-
gelabah	gelabah	X9.2-
gelabir	gelabir	B1 L2
geladak	geladak	O4.1
gelagat	gelagat	K1/E4.1+/S2mf
gelak	gelak	E4.1+/X3.2
gelambir	gelambir	B1 L2
gelandang	gelandang	F3 B1 O1.3 F1 S3.2/S2.2m
gelandangan	gelandangan	B1
gelandangan	gelandangan	B5 K1/S2mf
gelandangan	gelandangan	H4-/S2c
gelandangan	gelandangan	H4-/S2mf
gelandangan	gelandangan	M1
gelandangan	gelandangan	Q2.2 A1.9
gelandangan	gelandangan	S2mf
gelang	gelang	B5
gelang	gelang	Q1.3 X3.2 A8 O4.4
gelang-gelang	gelang-gelang	Q1.3 X3.2 A8 O4.4
gelanggang	gelanggang	K1
gelanggang	gelanggang	K5.1/H1
gelanggang	gelanggang	K5.1/H1 K1/H1 M7
gelanggang	gelanggang	M7/K5.1
gelanggang	gelanggang	O4.4 A4.1 S5+
gelanggang	gelanggang	Q1.3 X3.2 A8 O4.4
gelanggang	gelanggang	S3.2 X7+
gelap	gelap	G2.1-
gelap	gelap	N3.7 O4.5
gelap	gelap	O4.3
gelap	gelap	O4.3 E4.1- E3-
gelap	gelap	O4.3 G2.2-
gelap	gelap	W2-
gelap	gelap	W2- O4.3
gelap	gelap	W2- O4.3 E4.1- X2.2- O4.2-
gelap	gelap	X5.2-
gelap-gelemat	gelap-gelemat	O4.3 G2.2-
gelap-gelita	gelap-gelita	O4.3 G2.2-
gelap-guguk	gelap-guguk	O4.3 G2.2-
gelap-pekat	gelap-pekat	O4.3 G2.2-
gelapkan	gelapkan	A9+/G2.1-
gelaran	gelaran	Q2.2
gelaran	gelaran	S7.1+/A9- Q2.2/A9-
gelaran	gelaran	T1.1 I3.1
gelaran	gelaran	X2.2+ A6.1+
gelas	gelas	O1.1 O2
gelas	gelas	O2/F2
gelas	gelas	O4.4
gelatin	gelatin	O1.1/A2.1
gelatuk	gelatuk	M1 E5-
gelayangan	gelayangan	F3 B1 O1.3 F1 S3.2/S2.2m
gelayaran	gelayaran	M1
gelayaran	gelayaran	M1 A7-
gelayaran	gelayaran	M1 N4 E5- N4 A12-
gelebah	gelebah	E4.1-
gelebah	gelebah	E4.1- A5.1-
gelebah	gelebah	O4.3 E4.1-
geleberan	geleberan	O4.4
gelecah	gelecah	M1
gelecak	gelecak	M1
gelecek	gelecek	M1
gelecok	gelecok	M1 M2 I1.2
gelegar	gelegar	E4.1+ W2 Q4.3
gelegar	gelegar	H2/O2
gelegar	gelegar	O2
gelegar	gelegar	Q2.2/E3- X3.2+
gelember	gelember	B1 L2
gelemberan	gelemberan	B1 L2
gelembung	gelembung	N3.2+/A2.1 M5%
gelembung	gelembung	O4.5 X3.2 A1.1.1 E1
gelen	gelen	N3.4
gelendong	gelendong	M1/E3- E4.1-
gelendong	gelendong	O2
gelendong	gelendong	O2/I4 O2
gelengan	gelengan	M2 M1
gelentar	gelentar	M1 E5-
gelenting	gelenting	O4.4 A2.1+ M1
gelepar	gelepar	O2 E6- M1 Q4.1
gelepung	gelepung	M4 X3.2/O1.2 O1.2/N5- Q4.2/A11.2+
geletek	geletek	A1.1.1 X3.3 E2+
geli	geli	E2-
geli	geli	O4.2+ A1.3+ B2- A12- X9.1+
geli-geleman	geli-geleman	B1 E1
geli-geleman	geli-geleman	E1/B1 A1.1.1
geli-geleman	geli-geleman	E2-
geli-geleman	geli-geleman	M1 E5-
geli-geleman	geli-geleman	W3 B1 A2.1+
geli-geman	geli-geman	E2-
geliang	geliang	K5.1 E3- A1.1.1/A12-
geliang-geliut	geliang-geliut	A1.1.1
gelibir	gelibir	B1 L2
gelicau	gelicau	X3.4
geligis	geligis	B1 E1
geligis	geligis	M1 E5-
gelimbir	gelimbir	O4.1 B2- E4.1-
gelinciran	gelinciran	E2-
gelinggaman	gelinggaman	O4.2-
gelintir	gelintir	O1.2
gelisah	gelisah	E6-
gelisah	gelisah	E6- E4.1-
gelisah	gelisah	X5.1-
gelisah	gelisah	X5.2+
gelisah	gelisah	X5.2- M1
gelitar	gelitar	M1 E5-
geliung	geliung	M4
gelojoh	gelojoh	A1.3-
gelojoh	gelojoh	A9+/T1.3+
gelojoh	gelojoh	S1.2.2+
gelojoh	gelojoh	X7/N5++
gelombang	gelombang	M1/N3.8-
gelombang	gelombang	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
gelombang	gelombang	O2 X3.2 N5+/A2.1 F1
gelombang	gelombang	Q1.1 M2 M1
gelombang	gelombang	S5+
gelombang	gelombang	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
gelora	gelora	Q4.3 X5.2+
gelora	gelora	X5.1-
gelugut	gelugut	B1 E1
geluh	geluh	O1.1 E2-/Q2.2
geluh	geluh	W3
gelumat	gelumat	X3.2+
geluncuran	geluncuran	M1 M2 A5.1-/A2.1 I1.1-/A2.1 K2 K5.2
geluncuran	geluncuran	M1 M5
gelung	gelung	A1.1.1 T2-
gelung	gelung	A1.7+
gelung	gelung	B5
gelung	gelung	E3- M1/N3.8+
gelung	gelung	K5.1
gelung	gelung	M1 M2
gelung	gelung	O2
gelung	gelung	O4.4
gelung	gelung	S5+
gelungan	gelungan	A1.1.1 B5
gelungan	gelungan	O4.4
gelut	gelut	K5.1 E3- A1.1.1/A12-
gema	gema	A11.1+ X3.2
gema	gema	A2.2
gema	gema	E2- A1.1.1
gema	gema	X3.2
gema	gema	Z3c
gemal	gemal	S5+
gemalai	gemalai	I2.2 A9-
gemalai	gemalai	X9.1+
gemang	gemang	E6- X5.2+ S1.2.6-
gemar	gemar	A6.2+ A8 S8+ X5.1+
gemar	gemar	E2+
gemar	gemar	E2++
gemas	gemas	E3- W4
gemaung	gemaung	X3.2
gembala	gembala	F4/S2.2m
gembala	gembala	F4/S2mf
gembala	gembala	S8+/S2mf G2.1/S2mf G3/S2mf O2
gembar-gembur	gembar-gembur	E6+/Q2.2 S1.2.5+/Q2.2
gembar-gembur	gembar-gembur	K2
gembar-gembur	gembar-gembur	Q2.2/I2.2
gembereng	gembereng	K2
gembira	gembira	E3-
gembira	gembira	E4.1+
gembira	gembira	E4.1+ E4.2+
gembira	gembira	E4.1+ W2 Q4.3
gembira	gembira	E4.1+++
gembira	gembira	E4.2+
gembira	gembira	E4.2+ K1
gembira	gembira	E4.2++ O4.2+
gembira	gembira	I2.1/N5++ O4.1
gembira	gembira	O4.2+
gembira	gembira	O4.3 X9.1+ E4.1+
gembira	gembira	Q2.2 E4.1+
gembira	gembira	S1.2.3+ X5.2+
gembira	gembira	S3.2/S2.2m
gembira	gembira	X5.2+
gembira	gembira	Z1f
gemblengan	gemblengan	P1 K5.1
gembok	gembok	A1.7+
gembul	gembul	O4.1
gembung	gembung	N5.1+
gembung	gembung	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
gembur	gembur	A1.7- A9-
gembur	gembur	W2 O4.6+
gemelantam	gemelantam	N5+++ X3.2
gemeletek	gemeletek	M1 E5-
gemelugut	gemelugut	B1 E1
gemelugut	gemelugut	M1 E5-
gementar	gementar	A2.2 X5.2+
gementar	gementar	B1 E1
gementar	gementar	E5-
gementar	gementar	E6-
gementar	gementar	E6- X5.2+ S1.2.6-
gementar	gementar	M1 A7- A5.1-
gementar	gementar	M1 E5-
gementar	gementar	W3 B1 A2.1+
gemercak	gemercak	M4 X3.2/O1.2 O1.2/N5- Q4.2/A11.2+
gemerencang	gemerencang	M2 X3.2
gemerencang	gemerencang	X3.2
gemerlap	gemerlap	O4.3
gemerlap	gemerlap	O4.3 X5.2+
gemerlap	gemerlap	O4.3 X9.1+ E4.1+
gemerlapan	gemerlapan	O4.3
gemilang	gemilang	A5.1+++ X9.1+++ O4.3
gemilang	gemilang	O4.2+ E4.1+
gemilang	gemilang	O4.3 X9.1+ E4.1+
gemilang	gemilang	S7.1+/S2mf
gemilap	gemilap	O4.3 X9.1+ E4.1+
gemirang	gemirang	E4.1+
gemirang	gemirang	E4.1+ E4.2+
gempa	gempa	W3
gempa	gempa	W3 B1 A2.1+
gempal	gempal	O4.2
gempar	gempar	E3-
gempar	gempar	E5-
gempar	gempar	X5.2+
gempul-gempul	gempul-gempul	B1
gemuk	gemuk	F4/O1
gemuk	gemuk	I1.1
gemuk	gemuk	N3.2+
gemuk	gemuk	N3.2+/A2.1+
gemuk	gemuk	O1
gemuk	gemuk	O4.2
gemuk	gemuk	O4.2 O4.4
gemuk	gemuk	O4.2+
gemuk	gemuk	O4.4/S2mf
gemuruh	gemuruh	A1.1.1 G2.1- X3.2+ O2
gemuruh	gemuruh	E6-
gemuruh	gemuruh	E6- X5.2+ S1.2.6-
gemuruh	gemuruh	N5+++ X3.2
gemuruh	gemuruh	Q2.2/E3- X3.2+
gemuruh	gemuruh	X3.2++
gen	gen	B1
genahar	genahar	O4.6+
genap	genap	A6.1+
genap	genap	M1
genap	genap	N5
genap	genap	N5.1+
genap	genap	O4.6-/A2.1 X5.2-/A2.1
genap	genap	T2- Q1.2
gencar	gencar	M1
gencel	gencel	B5
gencir	gencir	M1
gendak	gendak	S3.2+/I3.1/S2mf G2.2-/S2mf
gendala	gendala	E6-
gendala	gendala	S8-
gendang	gendang	M1 M2 A1.1.1
gendang	gendang	X3.2 A1.1.1 Q2.2 K2
gendeng	gendeng	S1.2.6- B2-/X1
gendeng	gendeng	S1.2.6- X9.1-
gendeng	gendeng	X9.1-
gendeng	gendeng	Z1
gendut	gendut	B1 A11.1+%
gendut	gendut	B1 O2
gendut	gendut	F1
genealogi	genealogi	S4
generalisasi	generalisasi	A1.6
generasi	generasi	T1.1.2/S2mf
generasi	generasi	T1.3 S5+c
generatif	generatif	A1.1.1/N6+ Q3
generator	generator	O3 A9+/S2mf
generik	generik	A4.2-
genesis	genesis	T2+ N2
genetik	genetik	B1
genetik	genetik	Y1 B1c
geng	geng	S3.2
geng	geng	S5+c
genggam	genggam	A1.1.1
genggam	genggam	A1.7+
genggam	genggam	A9+ X2.5+
genggam	genggam	A9+ X9.2+/G3 S7.1+
genggam	genggam	N5 A12-
genggaman	genggaman	A1.1.1
genggaman	genggaman	A1.7+
genggaman	genggaman	B1
genggang	genggang	O1.1
gengsi	gengsi	S4c
gengsi	gengsi	S7.2+ A5.1+ A11.1+
gengster	gengster	B5 O2 G2.1-/S2%m
gengster	gengster	G2.1-/S2mf
genit	genit	L2
genitalia	genitalia	B1/S3.2
genius	genius	A5.1+
genius	genius	X9.1+/S2mf X9.1+
genjang	genjang	O4.1
genjot	genjot	O4.1
genosid	genosid	L1-/S5+
genre	genre	Q1.2
genre	genre	Q4/A4.1
genre	genre	S1.1.1 X4.2
genta	genta	O2/X3.2 O4.4
genta	genta	X3.2
gentar	gentar	E4.1+++ X5.2+++
gentar	gentar	E5-
gentar	gentar	E6-
gentar	gentar	M1
gentar	gentar	M1 E5-
gentar	gentar	S7.2+
gentar	gentar	X9.2+/S7.3 X9.2+/G3 S7.1+ E3- A1.1.1 A5.1++ B1
gentas	gentas	T2-
gentas	gentas	T2- O4.1 X9.2-
gentel	gentel	F1/B1 X2.1
gentel	gentel	O2
gentian	gentian	O1.1 O2
gentian	gentian	S2mf K4/S2mf S1.2 S2mf/A6.2- Q1.2 A4.1 O4.2+
genting	genting	A1.7+
genting	genting	A11.1+
genting	genting	A11.1+ X5.1+ X9.1+ B2- O4.4 Q3%
genting	genting	E4.1- X5.2+
genting	genting	H1
genting	genting	M1 A1.1.1
genting	genting	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
genting	genting	O4.2- S1.2.1-
genting	genting	Q2.2
genting	genting	Q2.2 A11.1+ A15-
genting	genting	S3.2
genu	genu	H5
genus	genus	A4.1
genus	genus	S2
genyi	genyi	O4.2-
geofizik	geofizik	W3/Y1
geofizik	geofizik	Y1/W1
geografi	geografi	P1/W3 W3
geografi	geografi	W3
geologi	geologi	W3
geologi	geologi	Y1 W3
geometri	geometri	O4.4
geometri	geometri	O4.4 N2
geopolitik	geopolitik	G1.2/W3
geopolitik	geopolitik	W1/G1.2
geopolitikal	geopolitikal	W1/G1.2
gepuk	gepuk	O1
gerabak	gerabak	K5.1 P1 M2
gerabak	gerabak	M3fn
geraham	geraham	B1
gerai	gerai	F1/H1
gerai	gerai	H1
gerai	gerai	M8 T1.3
gerak	gerak	A1.1.1 M1
gerak	gerak	A1.1.1 T1.1.2 A8 K4
gerak	gerak	A2.2 X5.2+
gerak	gerak	M1
gerak	gerak	M1 S5+c K2 A2.1+
gerak	gerak	M2 M1 A2.1+ E1 H4/A2.1
gerak	gerak	M2 M1 S7.1+ X8+ I2.2 F3 I3.1-
gerak	gerak	Q1.1
gerak	gerak	Q1.1/B1 A10+ M1
gerak-geri	gerak-geri	Q1.1
gerakak	gerakak	O2 X3.2 N5+/A2.1 F1
gerakan	gerakan	A1.1.1
gerakan	gerakan	A10+
gerakan	gerakan	E3- S7.1+
gerakan	gerakan	E3- X3.2 B1
gerakan	gerakan	M1 M2 A2.1+ A2.2
gerakan	gerakan	M1 S5+c K2 A2.1+
gerakan	gerakan	M2 A2.2 Q2.2 A1.1.1 X2.5-
gerakan	gerakan	M2 M1 A2.1+ E1 H4/A2.1
gerakan	gerakan	Q1.1
gerakan	gerakan	Q1.1/B1 A10+ M1
gerakan	gerakan	X3.2 A1.1.1 E3- Q2.2 S3.2@
gerakan	gerakan	X3.3
gerakan	gerakan	X7+/Q2.2 I2.2/Q2.2 G1.2/Q2.2 G3
geram	geram	E2-
geram	geram	E3-
geram	geram	E3- W4
gerangan	gerangan	A7+
geranium	geranium	L3
geratak	geratak	X2.4
gerayang	gerayang	M1 N3.8- S7.1-
gerbang	gerbang	H2
gerbang	gerbang	O4.4
gerbang-geresing	gerbang-geresing	A1.1.1 S7.3
gerbang-gersul	gerbang-gersul	A1.1.1 S7.3
gerbangkan	gerbangkan	A1.1.1 S7.3
gerbong	gerbong	M3fn
gereja	gereja	S9/H1
gereja	gereja	S9/H1c S9c
gerencang	gerencang	M2 X3.2
