lemma	semantic_tags
ketegaran	A2.1-
ketegaran	A2.1-/X2.1
ketegasan	A2.1-
ketegasan	A5.1- S1.2.5+ S1.2.1- E4.1- O4.2-
ketegasan	E3-
ketegasan	O4.5
ketegasan	O4.5 A1.7+ S1.2.5+ A7+
keteguhan	E1/A1.7+/S1.2
keteguhan	O4.5
keteguhan	Q2.2
keteguhan	T2++ A2.1-
ketek	B1
ketek	L2mfn G2.2-/S2mf
ketekalan	O4.5
ketekunan	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
ketekunan	T2++ X8+
ketekunan	X5.1+ N5+ I2.2% O1.2
ketekunan	X5.2+
ketelanjangan	B5-
keteledoran	A1.9 G2.2-
ketempangan	M3
ketemu	S3.1 M6 A1.1.1 X9.2+ A6.1+
ketenangan	A12+
ketenangan	A12+/A2.1 N5-/A2.1
ketenangan	E3+
ketenangan	E3+ E4.2+
ketenangan	E4.1+
ketenangan	E4.1+ A1.7- S8+ G3 B3 I1.1 I3.1/S2mf C1%
ketenangan	E4.1+ S9/Q1.2
ketenangan	G2.1 A15+ E6+ I1.1
ketenangan	O4.1
ketenangan	O4.1/B1 A6.1+ A11.1 I1.1
ketenangan	S1.2.3+ E6+
ketenangan	S7.3-
ketenangan	S8+
ketenatan	X5.1+
ketenteraan	G3
ketenteraman	A12+/A2.1 N5-/A2.1
ketenteraman	E3+
ketenteraman	E3+ E4.2+
ketenteraman	E4.1+ A1.7- S8+ G3 B3 I1.1 I3.1/S2mf C1%
ketenteraman	O4.1
ketenteraman	S7.3-
ketentuan	A7+
ketentuan	B4 P1
ketepatan	A10+ S1.2 S1.1.1
ketepatan	A4.2+ A5.3+
ketepatan	A5.3+
ketepatan	A5.3+ G2.2+
ketepatan	S6+/S1.2 S6+/S4 A5.3+
ketepatan	T4
ketepuan	N5.1+ O1.2
keterampilan	A1.2+ B2+
keterampilan	X2.1 Q2.2
keterampilan	X2.2+
keterampilan	X2.5+
keterampilan	X9.1+
keterangan	A10+ A5.2+ X2.4
keterangan	A10+ O4.3
keterangan	G2.1 Q2.2
keterangan	N5++ Q3
keterangan	Q1.2
keterangan	Q2.2
keterangan	Q2.2 A4.1
keterangan	Q2.2 S7.1-
keterangan	Q2.2/A7+ A2.2
keterangan	W2 X2.5+
keterangan	X2.2+
keterasingan	A1.8- S5- A10+
keterasingan	A6.1- A1.8- A2.2/E2-
keterasingan	N3.3+ S1.2.1-
keteraturan	N6+ A6.1+ A6.2+
keteraturan	O4.2+ G2.2+
keteraturan	S7.1+/Q2.2 I2.2/Q2.2
keterbabitan	A1.1.1
keterbalikan	A6.1- G3
keterbelakangan	A2.1-
keterbelakangan	X9.1-
keterbukaan	A10+/S1.2
keterbukaan	A5.2+
keterbukaan	A5.2+ A10+ M7
ketereh	F1
ketergantungan	A2.2 S7.1-
ketergantungan	B2-
ketergantungan	S7.1-
ketergesa-gesaan	N3.8+
keterikatan	A2.2 A1.1.1 S5+ S6+ A1.7+
keterkaitan	A2.2 S5+ M3 O3 A1.1.1
keterkaitan	S3.1 S3.2 A2.2 S4
keterlaluan	A13.3
keterlaluan	A5.1---
keterlaluan	E3-
keterlaluan	G1.2/S2mf
keterlaluan	N5.2+
keterlaluan	O1.1 O4.2-/S2mf
keterlaluan	X5.2+/N5.2+
keterlanjuran	A5.3-
keterlanjuran	A5.3- X3.4-
keterlanjuran	N5.2+
keterlanjuran	X9.2- A5.3-
keterlibatan	A1.1.1
keterlibatan	A1.8+
keterlibatan	S1.1.3+
keterpencilan	A1.8- S5- A10+
keterpencilan	A6.1- A1.8- A2.2/E2-
keterpencilan	N3.3+ S1.2.1-
keterpesonaan	E4.2-
ketersediaan	M6 A9+ S1.2.1+ A12+
ketertiban	G2.2+
ketertiban	O4.2+ G2.2+
ketertiban	S1.2.4+
keterujaan	X5.2+
keterukan	A5.1- S1.2.5+ S1.2.1- E4.1- O4.2-
keterukan	E3-
ketetapan	N6+ A6.1+ A6.2+
ketetapan	T2++
ketetapan	T2++ X8+
ketetapan	T2+++
ketetapan	X4.2 O1.2
ketetapan	X5.1+ N5+ I2.2% O1.2
ketetapan	X6+
ketetapan	X6+ X9.2+
ketewasan	E4.2- S8-
ketewasan	X9.2+/G3 X9.2+/S7.3 A12-
keti	L2mfn S2mf@
keti-keti	L2mfn S2mf@
ketiadaan	A3- N5.1--- A11.1---
ketiadaan	A5.3- X3.4- A11.2- X2.5- X9.2- E4.1- T4- S1.1.3-
ketiadaan	A9-
ketiadaan	S1.1.3- A3-
ketiadaan	X7+ S6+ A7+ S3.2 A9-
ketiak	B1
ketibaan	M1 A1.1.1 Q2.2
ketibaan	M1 T2-
ketibaan	S9/T1.3 T2+
ketidakacuhan	E3+
ketidakacuhan	X5.2-
ketidakadilan	A6.1- S7.1-
ketidakadilan	E3-
ketidakadilan	G2.1-
ketidakadilan	G2.2-
ketidakadilan	G2.2-/A1.5.1
ketidakadilan	X9.1-
ketidakcekapan	X9.1-
ketidakcekapan	X9.1-/I3.2 N3.8- A1.5.2-
ketidakcukupan	A9-
ketidakcukupan	N5-
ketidakcukupan	N5- A1.2- A5.1-
ketidakmungkinan	A7- A12-
ketidakpastian	A7-
ketidakpastian	E5- B2-
ketidakpastian	E6-
ketidakpercayaan	A7- E6-
ketidakpercayaan	X2.1-
ketidakpercayaan	X2.1- S9%
ketidaksamaan	A6.1-
ketidaksamaan	A6.1- S7.1-
ketidaksamaan	A6.2- B2-
ketidaksamaan	A6.2- E2-
ketidaksamaan	A6.2- O4.4 N6- A6.3+
ketidakseimbangan	A2.1+
ketidakseimbangan	A6.1-
ketidakselesaan	B2- O4.2- S8-
ketidakselesaan	E3+ B2-
ketidakselesaan	S8-
ketidaksesuaian	A6.1-
ketidaksopanan	S1.2.4-
ketidakstabilan	A2.1+
ketidakstabilan	A6.1-
ketidakstabilan	F1
ketidaksuburan	B4 B2-/S4 X5.2-
ketidaksudian	X7- X5.2-
ketidaktaatan	S8-
ketidaktentuan	A7
ketidaktentuan	A7-
ketidakupayaan	S1.2.5- S7.1- X9.1-
ketidakupayaan	X9.1-
ketidakwarasan	A2.1+
ketidakyakinan	A7- E6-
ketiga	N4 N5 N1
ketika	A10+ M6 H1
ketika	A2.2
ketika	N4 Z5 T1.2
ketika	O4.3/N6 A10+ N3.8+ G2.1-
ketika	S8+
ketika	T1.2 Q3
ketika	T1.2 T1.1.2
ketika	T1.3
ketika	X7+/T1 N3.1/T1
ketikan	Q1.2
ketilang	L2mfn B2-
ketimun	F1
ketimuran	Z2/S2mf
ketinggalan	A1.9
ketinggalan	A5.3- X3.4- A11.2- X2.5- X9.2- E4.1- T4- S1.1.3-
ketinggalan	G3 A5.3-
ketinggalan	N3.8- A1.1.1
ketinggalan	T3++
ketinggian	A5.1+++
ketinggian	N3.2+/A2.1 S7.1+/A2.1
ketinggian	N3.7
ketinggian	N3.7 A11.1+
ketinggian	N3.7 A11.1+/A2.1 C1/H1
ketinggian	N3.7 N5.1+ S7.1+
ketinggian	S7.1+/S2mf N3.7+
ketis	A1.1.2 A1.1.1 X3.2 Q2.2 C1
ketokohan	S1.2
ketokohan	S1.2 S2mf
ketololan	B2- S1.2.6-
ketololan	S1.2.6-
ketololan	S1.2.6- H1
ketololan	S1.2.6- X9.1-
ketombe	B2-
ketot	N3.2-
ketua	A11.1+/S2mf
ketua	G1.1/S7.1+/S2mf
ketua	G3/S7.1+/S2mf
ketua	P1/S7.1+/S2mf S9/S7.1+/S2.2m S7.2+/S2.2m
ketua	S4/B1
ketua	S7.1+
ketua	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
ketua	S7.1+++/S2.2m
ketua	S7.1++/S2mf A5.1++/S2mf
ketua	S7.1+/I3.1/S2.2m S7.1+/G2.1/S2.2m
ketua	S7.1+/S2mf
ketua	S7.1+/S2mf A5.1+++/S2mf Q4.2 G2.1/S2mf
ketua	S7.1+/S2mf G3/S7.1+/S2mf G2.1/S2mf
ketua	S8+/S2mf I2.2/S2mf
ketua	X9.1+
ketuhanan	S9
ketuhar	O2/F1
ketuk	A1.1.1
ketuk	A1.1.1 X3.2 A1.5.1 Q2.2 G1.1/Q1.3 F4%
ketuk	X3.2 A1.1.1 E3- Q2.2 S3.2@
ketuk	X3.2 Q2.1 E3- K2
ketukan	A1.1.1
ketukan	X3.2 A1.1.1 E3- Q2.2 S3.2@
ketukan	X3.2 Q2.1 E3- K2
ketukangan	A1.1.1 C1
ketul	A1.9- X5.2-
ketul	N5+
ketul	O2 B1 B2-
ketul	O2 S2.2m
ketul	O4.1
ketul	O4.4
ketulan	O4.4
ketulenan	A5.4+
ketulenan	A5.4+ A5.2+
ketulenan	A5.4+ O4.1 A4.2+ G2.2+
ketulenan	S7.2+
ketulian	X3.2-
ketulusan	A5.2+
ketulusan	A5.4+ O4.1 A4.2+ G2.2+
ketulusan	Q1.2 O4.3 C1
ketulusan	S7.2+
ketumbar	F1 L3
ketumbit	L2/H1 B2- O4.2-
ketumbuhan	B2-
ketumbuhan	N3.2+/A2.1 A5.1+/A2.1 L3 B2-
ketumpasan	A1.1.2
ketumpatan	X5.1+ N5+ I2.2% O1.2
ketundukan	S7.1+ X9.2+/G3
ketundukan	S7.1- Q1.2
keturunan	A1.1.1
keturunan	A9+
keturunan	B1
keturunan	F4 L2
keturunan	M1 S4 A2.1
keturunan	S4
keturunan	S4 T1.1.1
keturunan	S4/T1.1.1 N4
keturunan	S4T1.1.1 N4
keturunan	S4mf
keturunan	S4mfn
keturunan	S7.3+ M1/N3.8+
keturunan	T1.1.2/S2mf
keturunan	T2+ N2
ketus	N3.8+ T4
keudikan	X9.1-
keuletan	M1
keuletan	M1 M2 I1.2
keulungan	A11.1+ X5.2+
keunggulan	A1.1.1
keunggulan	A11.1+ X5.2+
keunggulan	A5.1++ S7.1++ S1.2.3+
keunggulan	A5.1+++
keunggulan	A6.1- A5.1+ S7.2+
keunggulan	S7.1+ A11.1+ A11.2+
keunggulan	X4.1/A5.1+++
keunggulan	X9.1+
keungu-unguan	O4.3
keunikan	A6.2-
keuntungan	A2.2
keuntungan	A5.1+
keuntungan	A9+ I1.1
keuntungan	A9+ N5+/A2.1
keuntungan	F1 X9.2+
keuntungan	I1.1 S8+
keuntungan	M1 A9- N6
keuntungan	N5+++ X3.2
keuntungan	S8+ I1.1
keuntungan	S8+ S9/Q2.2 S7.4+
keuntungan	X9.2+/S7.3 X9.2+/G3 A9+
keupayaan	A1.1.1
keupayaan	N3.2 N3.4 N5.1+ X9.1+ I3.1
keupayaan	X9.1+
keusahawanan	I2.1
keusangan	B5 A1.1.1 B2- S7.4+
keusangan	I1.2/I3.1
keusangan	T3+
keuskupan	S9
keuskupan	S9/M7
keutamaan	A11.1+
keutamaan	A11.1+ A11.2+
keutamaan	A11.1+ S7.1+/S7.2+
keutamaan	A6.1- G2.2-
keutamaan	E2++
keutuhan	G2.2+ N5.1+
keutuhan	N5.1+
keuzuran	B2-
kewafatan	L1-
kewajaran	A1.2+
kewajaran	A2.2
kewajaran	A5.4+
kewajaran	G2.2+
kewajaran	G2.2+ A2.2 O4.1
kewajaran	S1.2.4+
kewajaran	X2.1 S1.2.6+ N2
kewajaran	X2.2+ S1.2.6+ A6.2+
kewajiban	S6+
kewajiban	S6+ G1.1/I1.3 T1.3/I3.1
kewangan	G2.1/S2mf
kewangan	I1
kewangian	L3 X3.1
kewangian	X3.5
kewanitaan	S2.1
kewanitaan	S2.1f/G1.2
kewarakan	G2.2+ S9
kewarasan	X1/B2+
kewarasan	X2.1 S1.2.6+
kewargaan	S5+c P1
kewarganegaraan	G1.1 S5+
kewarganegaraan	G1.1c S5+c
kewartawanan	O4.2
kewartawanan	Q4.2
kewaspadaan	E5- E6-
kewaspadaan	Q2.2
kewaspadaan	X2.2+/A15-
kewaspadaan	X5.1+
kewibawaan	G1.1c S7.1+ S7.4+ X2.2+
kewibawaan	I2.2/S5+c G1.1c
kewibawaan	M3 A1.1.1 X5.2+ M2 S7.1+
kewibawaan	S7.1+
kewibawaan	S7.2+
kewibawaan	S7.2+ A5.1+ A11.1+
kewujudan	A3+ Z5
kewujudan	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1
kewujudan	M6 A3+ S1.1.3+ S1.2 S9
kewujudan	O2 S5+
kewujudan	W1 A4.1
keyakinan	A7+
keyakinan	E6+ A10-
keyakinan	E6+ S9 X2.1
keyakinan	Q2.2 I1/A15-
keyakinan	S1.2.3+ E6+
keyakinan	S7.1-
keyakinan	X2.1 A9- E6+ X2.6
keyakinan	X2.1 S9%
keyakinan	X2.1 X4.1 G2.1
kezaliman	E3-
kezaliman	G1.2 X2.1 X2.1/S9
kezaliman	G2.1-
kezaliman	G2.2-
kg	N3.5
khabar	X2.2+
khadam	Z4
khair	A5.1+ G2.2+ O4.2+
khair	O4.2+ S1.2.1+
khairat	S8+/S5+c S8+ S1.2.2-
khakan	S7.1+/S2mf
khaki	O4.3
khalasi	M4/S2mf
khalasyi	M4/S2mf
khalayak	A10+
khalayak	N5+
khalayak	S2/N5c
khalis	A5.4+ O4.1 A14 A4.2+ G2.2+
khalis	B4
kharab	A1.1.2
kharab	T2- O4.1 X9.2-
khas	A14/Q4.2
khas	A4.2+
khas	A4.2+ A6.2+
khas	A4.2+ G2.1/S2mf
khas	A6.2-
khas	C1 X7+
khasiat	A9+ H1/H3 O4.1
khasiat	F1 S8+
khasiat	G2.2+
khatam	T2-
khatib	G3/S7.1+/S2mf G1.1/S2mf S7.1+/S2mf G2.1/S2mf
khatib	S9/S2mf
khatulistiwa	M7 W4
khatulistiwa	W3
khayal	B2-/X1
khayal	N3.7+ N5+
khayalan	A5.1+++ A6.2-
khayalan	A5.2-
khayalan	A5.2- A3-
khayalan	E2+ X2.6 X7+
khayalan	M1 M2 S8-
khayalan	S9 A8 S2mf/L1-
khayalan	X2 X2.1 X7++
khayalan	X2.1/A6.2- A5.2-
khayalan	X3.4/W4 X3.4/A5.2-
khayalan	X5.1-
khayali	A5.1+++ A6.2-
khayali	A7-
khazanah	A9+/N5+
khemah	H1
khemah	H4
khemah	K1
khianat	G2.1-
khianat	G2.2-
khianat	G2.2- A10+
khianat	G2.2-/A5.2-
khianat	S6- A5.2- S9
khianat	S8- A1.1.2
khidmat	A1.1.1 S8+
khilaf	A5.3-
khilaf	A5.3- S1.2.4-
khisit	S1.2.2+
khittah	N3.1
khuatir	E5-
khuatir	E5- E4.1-
khuatir	E6-
khuatir	E6- A1.8+ S1.1.3+
khunsa	S2n S2.1m S2.2f
khusus	A1.7+
khusus	A14
khusus	A14/Q4.2
khusus	A4.2+
khusus	A4.2+ G2.1/S2mf
khusus	G3/S2mf B1
khusus	S2mf
khusyuk	A1.7+/S2mf
khutbah	Q2.2 P1
khutbah	S9/Q2.2
khutbah	S9/Q2.2 A7+
ki	A1.1.1
kial	M2 M1
kial	Q1.1/B1 A10+ M1
kial-kial	M2 M1
kiamat	A5.1-/A2.1
kiamat	T2-
kian	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
kian	A13.3
kian	A2.1+ O4.2+
kian	A2.2 Q2.2
kian	A2.2 S4/B1
kian	A9+ A1.7+ G2.1 A10+ T2- A1.1.1 X3 T4 M3
kian	A9+ S5+
kian	A9+ Z5 A2.2 S4
kian	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
kian	C1 M2 A9+ X5.1+ I1.2 O4.2+ X2.1 K5.1
kian	E4.1- B2- X3 A5.1-/A2.1 S7.4+
kian	M1 T2-
kian	M2 A2.2
kian	M3 A1.1.1 X5.2+ M2 S7.1+
kian	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
kian	Q2.2 N3.2-/A2.1 A9+ I2.1
kian	T2+
kian	X2.5-
kian	X3 A1.1.1
kiang	X3.2 Q2.2
kiang-kiut	X3.2 Q2.2
kias	A6.1+
kiasan	A10-/Q2.2 A10-/Q2.1
kiasan	A6.1+
kiasan	Q1.1
kiasan	Q2.2
kiasan	Q3
kiasan	Q3 Q1.1 C1
kibar	O2 E6- M1 Q4.1
kibas	L2mfnc
kibas	M2 M1
kibir	S1.2.3+
kibutzim	M7
kicang-kecoh	G2.1- G2.2-
kicang-kicu	G2.1- G2.2-
kicap	F1
kicau	X3.2
kicauan	Q2.1
kicauan	Q2.2 S1.1.1 Q1.3 S9%
kicauan	X3.2
kicauan	X3.2 Q2.1
kicu	G2.2-
kidal	O4.2/S2mf
kijang	L2mfn
kijang	L2mfnc
kijing	L2 F1
kikir	A1.1.1 A10- T2-
kikir	I1.3-
kikir	N5-
kikir	Q1.1 X7+
kikir	Q1.2 A1.1.1
kikir	S1.2.2+
kikir	S1.2.2+/S2mf
kikir	X3.2
kilah	G2.2-
kilan	O4.3 E4.1-
kilang	B1
kilang	F4 M2
kilang	I4/H1c
kilat	B4 A5.1+/A2.1
kilat	O4.2+ O4.3
kilat	O4.3
kilat	W2 O4.2+ O4.3 E1
kilat	W2/W4 N3.8+
kilat	W4 A1.1.2
kilatan	M3 O1 S8+ S2.2m
kilau	O4.3
kilau	O4.3 X5.2+
kilau-kemilau	O4.3 X5.2+
kilau-kilauan	O4.3 X5.2+
kilauan	A5.1+
kilauan	B4 A5.1+/A2.1
kilauan	E3-/A2.1 N3.2+/A2.1
kilauan	M1
kilauan	O4.1 O4.3
kilauan	O4.2+ O4.3
kilauan	O4.3
kilauan	O4.3 X5.2+
kilauan	W2 X5.2+
kili	O2/I4 O2
kili-kili	M1/E3- E4.1-
kili-kili	O2/I4 O2
kilo	N3.3 N3.7
kilo	N3.5
kiloan	N3.5+ A11.1
kilogram	N3.5
kilometer	N3.3 N3.7
kilowatt	N3.1/O3
kima	F1/L2
kimah	A13.4
kimah	N3.1
kimia	O1
kimia	Y1 S3.1
kimiawi	O1
kimono	B5
kimpal	I4
kimpal	O1.1
kimpalan	A1.1.1
kimpalan	I4
kincah	A1.1.1 M1
kincir	H1
kincir	O2/I4 O2
kincit	B2-
kinetik	Y1
kini	A6.1+
kini	N5+ M1 P1 B2-
kini	T1.1.2
kini	W3/M4 W3/M5 O3 E1
kini	Z4
kios	H1
kipas	A1.1.1
kipas	A1.1.1 S3.2/B1 G2.2- X9.2- E6+
kipas	M4/O2 M5/O2
kiper	K5.1/S2mf
kipu	P1/S2.2m
kipu	S7.1+++/S2.2m
kipu	X2.2+/S2mf B3/S2mf
kipu	X9.1+
kira	A13.4
kira	N2 A11.1+
kira	N2 X7+
kira	X2.1
kira	X2.1 A5.4-/A8
kira	X2.1 N2
kira-kira	A13.4
kira-kira	A13.4 A5.3-
kira-kira	A7+
kira-kira	I1.3
kira-kira	K5 A5.1 N3.1 X9.2+ A1.1.1
kira-kira	M6
kira-kira	N2
kira-kira	Q2.2
kira-kira	X6/A7- N2/A7-
kira-kira	Z5 M6
kira-kiraan	N2 X2.4
kiraan	A1.1.1 Y2 M1
kiraan	N2 A11.1+
kiraan	N2 X2.4
kiraan	X6/A7- N2/A7-
kirai	M2 M1
kirana	E4.1+ W2 Q4.3
kiranya	A7+
kiranya	A8
kiranya	E4.2+ E2+ X7+
kiranya	S1.2/S8+ S1.2.2-
kiranya	Z4
kirap	A10-
kirap	O2 E6- M1 Q4.1
kiri	M1 M2 A1.1.1 A1.9 A9- N5.2+ T2-
kiri	M4/M7 F2
kiri	M6 G2.1@
kiri	O4.2/S2mf
kirim	M2 Q2.1 X9.2+ B3 S9%
kirim	Q1.2
kiriman	N5
kiriman	O2
kisah	E6+ E2- S8+ A1.3
kisah	Q1.2 Q2.2
kisah	Q2.1
kisah	Q2.1 X4.1 Q4
kisah	Q2.2 S7.1-
kisah	T1.1.1 P1/T1.1.1 Q2.1 B2
kisar	A1.1.1 X3.2 M2 F1 A1.1.1/O4.5 X8+ K1
kisar	A1.1.2 A1.1.1 X9.2+/G3 S7.1+
kisar	F1
kisaran	M1 M2 A6.3+
kisi	A1.1.2 X3.2 X9.2+ B2-/X1 Q2.2/E4.1+
kisi	M1 A1.1.1
kisi-kisi	H2
kisi-kisi	O2
kisi-kisi	S7.4- A1.7+ S8-
kismat	A7+++/S7.1- A3+/S7.1-
kismet	A7+++/S7.1- A3+/S7.1-
kismet	I1.1+++ A1.4 X9.2 T1.1.3/S9
kismis	F1
kisut	A1.1.1
kisut	B1 A1.1.1
kisut	O4.4
kit	O2
kita	Z2
kita	Z2 Z3c
kitab	A9+/Q2.2 G2.1
kitab	S9/Q4.1
kitab	S9/Q4.1 Q1.2
kitar	A13.4
kitaran	M3 N6
kitiran	M4/O2 M5/O2
kiu	A2.2 K4/Q2.2 Q2.2
kiu	Q1.1 K5.1
kiub	A10- S8- K4%
kiub	O4.4
kiuk	M2 M1 O4.4 A2.1+
kiut	X3.2 Q2.2
kiutan	X3.2 Q2.2
kiwi	L2mfn Z2/S2mf
kizib	A5.2-
klac	A1.7+
klarinet	K2
klasifikasi	A4.1
klasifikasi	A4.1 Q1.2@
klasifikasi	S7.1-/A2.1
klasik	A4.1 Q4.1 K2
klasik	A4.2+ A6.2+
klasik	O4.2+
klasik	S1.1.1 A6.2+ T3++
klasik	T3+ K2
klasikal	T3+ K2
klausa	Q1.2 Q3
klausa	S3.2/Q2.2
klavikel	B1
klien	I2.2/S2mf
klik	A1.1.2 A1.1.1 X3.2 Q2.2 C1
klimaks	A11.1++
klimaks	B1
klimaks	X5.2+ S3.2
klinik	B3 B3/H1
klinikal	B3 S1.2.1-
klip	A1.1.1 A1.7+ E3-@
klip	A9+ X5.2+
klise	A6.2+++
klorida	O1.3
klorin	O1.3
kloset	B4/H5 B4/H1
klu	Q2.2
klu	X4.1
km	N3.3 N3.7
knot	N3.3 N3.7
ko	K5.2
koalisi	S5+c
kobah	F2/O2
kobalt	O1
kobar	S1.1.3+++/S2mf
koboi	F4/S2.2m I3.2-/S2.2m
koboi	S8-
koc	K5.1 P1 M2
koc	M3
kocah-kacih	A1.1.1 X5.1+
kocak	E4.2+/S1.2 S1.2.3+
kocak	M1 M2 E5- K2
kocak	M2 M1 E4.1- E5- A2.1+ A6.1+
kocek	A9+ K5.2%
kod	A10-/Q1.1 A4.1 Y2@ B1%
kod	K2 N2
kodi	A5.1-
kodi	O4.3 O4.2- K2
kodi	O4.5 S1.2.4- O4.1
kodok	L2mfn Z2/S2mf B5
koefisien	N1 N2
kognisi	X2.1
kognitif	X2.1
koheren	A7+ S1.2.6+ X2.5+
koheren	A7+ S1.2.6+ X2.5+ N5.1+ Q3
kohesi	A7+ S1.2.6+ X2.5+ N5.1+ Q3
kohesi	S5+ A1.7+
kohong	G3 A1.1.1
kohong	O4.2- K5.1/G2.2-
koir	K2
koir	K2 K2/S5+c
koir	K2/S5c
kojol	L1- T2-
kok	A1.1.1/A1.7+
kok	F2 O1.1
kok	O2 K5.2/T1.1.1
kok	Z3
kokain	O1
kokaina	O1
koki	F1
koko	F2
kokok	L2/X3.2 Q2.1
kokot	A1.1.1
kokot	M2/B1
kokpit	M5
koktel	F2
kol	N2 X7+
kola	F2
kolaborasi	S1.1.3+ S8+
kolaborator	S1.1.3+/S2mf G3/S2mf
kolaborator	S8+/S2mf A10-
kolam	F2/B1
kolam	S1.1.2+
kolam	W3/M4
kolar	A9+
kole	E3-
kolej	P1 S5+
kolej	P1/H1c
kolej	P1/S2mf
kolej	S5+c S7.1+ H1c S1.1.1 T2+
kolek	M4
koleksi	A9+
koleksi	A9+ I1 B5
koleksi	K4/S5+ K4 K2 N5+
koleksi	S5+
kolektif	I2.1/S5
kolera	B2-
kolese	P1/H1c
kolesterol	O1
koloid	S3.1 A7+
kolokial	Q3
kolon	Q3 B1
kolonel	G3/S7.1+/S2mf
kolong	M1 A1.4
koloni	M7
koloni	M7/S7.1 C1
koloni	M7/S7.1- M7/H4 S5+ L2 L3
kolonial	M7/S7.1 C1
kolonialisme	S7.1 G1.1
kolonisasi	M7/S7.1+
kolot	G1.2/S2mf A2.1-/S2mf
kolot	O4.4 A6.1+ N2 S7.4
kolot	O4.5
kolot	S1.1.1 A6.2+ T3++
kolot	S3.2/S2mf
kolot	S9 A6.2+
kolot	T3+
kolot	T3++
kolot	T3+++/O2
kolot	X5.2-/S2mf
kolum	O2 S5+c Q4.2
koma	B2-
koma	Q3
koman	M7
koman	O4.5 S1.2.4- O4.1
komandan	G3/S7.1+/S2mf
komander	G3/S7.1+/S2mf
komander	S7.1+/S2mf G3/S7.1+/S2mf G2.1/S2mf
komando	G3/S5+ G3/S7.1+/S2mf
kombinasi	A6.3+ A2.1+ N1 M3fn
kombinasi	S5+c
komedi	E4.1+
komedi	E4.1+ Q3/A2.1+
komedi	E4.1+/S2mf
komedi	E4.1+/S2mf E4.1+/Q4.2
komedi	K2
komen	Q2.1
komen	Q2.2
komen	X3.4 Q2.1
komendur	G3/S7.1+/S2mf
komendur	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
komendur	S7.1+/S2mf
komendur	S7.1+/S2mf G3/S7.1+/S2mf G2.1/S2mf
komentar	Q2.1
komentar	Q2.2
komentar	Q2.2/A7+ A2.2
komentator	Q2.2/S2mf
komentator	X3.4/S2mf
komersial	I2.2/Q2.2
komersialisasi	I2.1
komes	B1
komet	W1
komidi	E4.1+
komik	B5- A1.1.1 A9-
komik	E4.1+
komik	Q4.3 C1
komisariat	O2 G2.1
komisaris	G1.1/S2mf G2.1/S2mf
komisen	I2.2 G3/S7.1+
komisi	S5+c
komitmen	A7+/Q2.2 A8
komitmen	Q2.2 I1/A15-
komitmen	X5.2+ A7+ S6+
komoditi	O2
kompak	N3.7 O4.5
komparatif	Q3
komparatif	S4mf Q3%
kompas	O2/M6
kompaun	G2.1
kompeni	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c
kompensasi	I1/A9-
kompensasi	S8+
kompeten	X9.1
kompeten	X9.1+
kompetisi	K1 S7.3+
kompetisi	S7.3
kompetitif	S7.3+
kompleks	A12-
kompleks	H1 B2-/X1
kompleks	M7
kompleks	Q2.2 A5.1+/A2.1
kompleksiti	A12-
komplikasi	A12-
komplit	T2- Q1.2
komplot	G2.1- G2.2-
komplot	G2.1- G2.2- X7+ Q1.2/N2
komplot	G2.1-/S2mf G2.2-/S2mf
komplot	G2.2-
komplot	I2.2 S1.1.1 A1.1.1
komplot	X5.2+
komplotan	G2.1- G2.2-
komplotan	G2.1-/S2mf G2.2-/S2mf
komplotan	X5.2+
kompol	B2-
komponen	A1.1.1 B3/X1
komponen	A10+ B4 S3.1-
komponen	O2 N5.1-
komponis	K2/S2mf
kompos	F4
komposer	K2/S2mf
komposisi	A1.1.1 K2
komposisi	A1.8+
komposisi	G1.1 B2 O1/A1.8+
komposisi	N5.1+ A1.1.1 Q1.2/P1 K2 Q3 C1
kompot	O3
kompot	O4.4
komprehensif	P1
kompromi	A6.1+/S1.1.2+ G2.2-
kompromi	S7.4+ A9- I2.2 I1.3-
komputer	Y2
komputer	Y2/N2
komputer	Z3
komrad	S3.1/S2mf
komrad	S4m S2.2m S9/S2.2m
komunal	S1.1.2+
komunikasi	Q2.1 Q1.2 Q1.3 Q4.3
komunikatif	Q2.1 X2.2+
komunikator	Q2.1/S2mf
komunis	G1.2/S2mf
komunisme	G1.2
komuniti	S5+c
kon	O4.4 O2 M3 L3 F1
koncet	A1.1.1
konco	S3.1/S2mf
konco	S3.1mf
konco	S8+/S2mf A10-
konco	S8+/S2mf K5.1/S2mf Q1.1%
konco	S9/S2mf
kondensasi	O1.2
kondisi	A3+ O4.1 M6 I3.1@
kondisi	B4 P1
kondisi	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2
kondisi	O4.1
kondisi	O4.1 S6+ B2- B2+ Z7
