mwe_template	semantic_tags
di_prep bambù_noun	L3 O4.5
di_prep bell’aspetto_noun	O4.2+ A5.1+/S2mf
di_prep beneficenza_noun	S8+ S1.2.2- S8+/S5+c
di_prep biliardo_noun	K5.2
di_prep breve_adj durata_noun	T1.3-
di_prep bronzo_noun	O1.1 O4.3
di_prep buon_adj grado_noun	A5.1+
di_prep buona_adj fattura_noun	O4.2+ A5.1+
di_prep buona_adj maniere_noun	A5.1+
di_prep buonora_noun	T1.1.3/N3.8+
di_prep canottaggio_noun	K5.1/M4
di_prep carnagione_noun scura_adj	O4.3
di_prep carne_noun	F1 A4.2+
di_prep carriera_noun	I3.1 N3.8+
di_prep cartone_noun	O1.1
di_prep chi_pron	Z8
di_prep circonferenza_noun	A13.4 N2 M6 Z5
di_prep ciò_pron	Z5
di_prep colore_noun nero_adj	O4.3 G2.2- A5.1- E4.1- F2%
di_prep commiato_noun	A10+ S3.1-
di_prep continuo_adj	T2++ N6+ T2+++ N6+++
di_prep contrabbando_noun	G2.1-/O2
di_prep controllo_noun	X2.4/A5.3 A15 Q1.2 T2- M5 I1.3 O4.4/B5
di_prep corallo_noun	L3 O4.3
di_prep corporatura_noun	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
di_prep cortesia_noun	S1.2.1+ S1.2.4+
di_prep costruzione_noun	S8+
di_prep cotone_noun	O1.1 X2.3+
di_prep critica_noun	Q2.2/E2- X2.4 A11.1+ A15-
di_prep cucina_noun	F1
di_prep cui_pron	Z5
di_prep cui_pron	Z8
di_prep cuoio_noun	O1.1 O2
di_prep cuore_noun	A13.3 E1
di_prep data_noun più_adv recente_adj	S7.1-- T3-- T3--/S2mf S7.1--/S2mf G2.1/S2mf
di_prep delicatissima_adj fattura_noun	O4.2+ A5.1+ A11.1+
di_prep difficile_adj valutazione_noun	X3.4- X3.4-/B2- X3.4-/S2mf
di_prep dimensioni_noun	N3.2 N3.1 N5 O4.1
di_prep disprezzo_noun	Q2.2/E2-
di_prep dominio_noun pubblico_adj	G1.1
di_prep dubbia_adj esigibilità_noun	A7-
di_prep dubbia_adj fama_noun	A7-
di_prep ferro_noun	B2 O1.1 B4/O2 O2 S1.2.5+
di_prep ferro_noun battuto_verb	O1.1
di_prep fianco_noun	M6 Z5
di_prep filo_noun metallico_adj	A1.7+ O3 O2
di_prep fortuna_noun	G2.1c X6+/S5+c A1.4
di_prep fresco_adj	T3- O4.2+ B1 W4 F1 F2
di_prep fronte_noun	N4 Z5
di_prep frontiera_noun	M7/G1.1 A1.7+
di_prep fuori_adv	M6
di_prep fuori_adv	M6 A1.1.1%
di_prep gala_noun	B5 F1 O4.1 A11.1
di_prep ghiaccio_noun	E4.2-/S2mf F1 O4.6- O1.1
di_prep già_adv	T1.1.1
di_prep grado_noun inferiore_adj	M6 Z5
di_prep gran_adj lunga_adj	A13.3 N3.3+ X9.2+ N5+ A4.2- I1.3+
di_prep grande_adj comunicazione_noun	A11.1+
di_prep grande_adj estensione_noun	N5+
di_prep guida_noun	M3 A1.1.1 X5.2+ M2 S7.1+ N5+++
di_prep gusto_noun	A13.3 E2 A5.1+ E4.1+
di_prep impiego_noun	I3.1 A1.1.1 A12-
di_prep importanza_noun vitale_adj	Q2.2/E2- X2.4 A11.1+ A15-
di_prep inchiesta_noun	X2.4
di_prep indagine_noun	X2.4
di_prep investigazione_noun	X2.4
di_prep invito_noun	Q2.2
di_prep lana_noun	O1.1
di_prep larga_adj portata_noun	N5+
di_prep latta_noun	A1.1.1 O1.1 O2
di_prep lavoro_noun	I3
di_prep legno_noun duro_adj	O1.1
di_prep lei_pron	Z8f
di_prep loro_pron	Z8
di_prep lui_pron	Z8m
di_prep luna_noun	W2/W1
di_prep lusso_noun	O1.1 O4.2+
di_prep là_adv	M6 N4 Z5
di_prep là_adv da_prep	M6
di_prep madre_noun	S4
di_prep madreperla_noun	C1 O1.1
di_prep marea_noun	W3/M4
di_prep mattoni_noun	H1 E3-@ O2/H1 S8+
di_prep merda_noun	A13.3 Z4 B1 E2- A5.1—O4.1--
di_prep mezzogiorno_noun	T1.2
di_prep mezzogiorno_noun	W1 B3 N5.1+ T1.3
di_prep minoranza_noun	N5-
di_prep modo_noun che_pron	A13.3 Z5
di_prep nascosto_adj	A10-
di_prep nessun_adj genere_noun	A13.1 Z8 Z5
di_prep nobili_adj sentimenti_noun	G2.2+ S2mf/A5.1+
di_prep nocciolo_noun	L3 O4.3
di_prep nuovo_adj	A13.3 N6++ N5++ N6+ Z4
di_prep parte_noun	K1/S1.1.3+ K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c
di_prep partenza_noun	A10+ T2 S3.1-
di_prep pelle_noun	O1.1 O2
di_prep peltro_noun	O1.1
di_prep perla_adj	C1 O1.1
di_prep pesca_noun	F1 L3 O4.3 O4.2+
di_prep peso_noun	Z5 A11.1 A12+
di_prep più_adv	A13.2 A5.1++ G2.2++ O4.2++ A5.1++/S2mf N5+++
di_prep più_adv di_prep tutti_pron	A5.1+++ A13.2 G2.2+++ O4.2+++
di_prep poco_pron valore_noun	I1.3- O4.2-
di_prep prim'ordine_verb	A5.1++ S5+ S8+ X9.2+/S7.3/S2mf S8+/S2mf
di_prep prim'ordine_verb	Z5 A11.1
di_prep prima_adj qualità_noun	A5.1+ S1.2.4- A5.3 A6.3+ O4.2
di_prep pronta_adj efficacia_noun	A1.1.1 X5.2+
di_prep proposito_noun	Z5
di_prep prua_noun	S7.1+/S2mf P1/S2mf M6 A4.1 S2mf H5/M4% S7.1+ M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
di_prep pubblico_adj dominio_noun	A10+ S5+ S5+c
di_prep quello_pron che_pron	Z5
di_prep qui_adv	A2.2 T1.1.2 M6
di_prep rado_adj	N6-
di_prep rara_adj bellezza_noun	O4.2+ A5.1+ A11.1+
di_prep recente_adj	T3- O4.2+ W4
di_prep rinascita_noun	A2.1+ T1.1.1/T1.3
di_prep riserva_noun	A6.1- N6
di_prep ritorno_noun	A10- M6
di_prep rivista_noun	S7.2-/Q1.2 S7.2-/K4 Q4.2
di_prep rovescio_noun	A10-
di_prep sbarramento_noun	N5++ I2.1/N5++ X3.4 O2 N5+++
di_prep scarsa_adj efficacia_noun	B3 S8-
di_prep schianto_noun	 O4.2
di_prep secondo_adj piano_noun	M6 N4 G1.1
di_prep segnalazione_noun	Q1.1 X4.1 A10+
di_prep seguito_noun	M6 A1.1.1% Z5
di_prep sempre_adv	A9+/S4 A6.2 N6
di_prep separazione_noun	A6.1- A9-/N5.1 N2
di_prep serie_noun	N4 Q4
di_prep sghembo_adj	M6
di_prep sinistra_noun	M6
di_prep sogno_noun	X2 X2.1 X7++ X4.1 X7+ A5.2-
di_prep solito_adj	A13.2
di_prep sotto_adv	B1 A1.1.1 H2 M6 N5-- E4.1- S7.1- N3.1 Q1.2 Z5
di_prep sotto_adv	M6 Z5
di_prep spicco_noun	A10+ S5+ S5+c
di_prep squisita_adj fattura_noun	O4.2+ A5.1+ A11.1+
di_prep stagione_noun	T1.2/A1.2+ A1.2+
di_prep tela_noun	O1.1 O2 C1
di_prep tempo_noun	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@ X7+/T1 N3.1/T1
di_prep tendenza_noun	A2.1+ A3+ X7- A3+/X2.6- T1.2
di_prep testa_noun	B1 S7.1+/S2mf P1/S2mf X1 M6 A4.1 S2mf H5/M4% S7.1+ K5.1 M1 A2.1+ A11.1+ Q1.2 T1.1.3
di_prep titolo_noun	A5.4-/S7.1+
di_prep trasmissione_noun	M3 A1.1.1 X5.2+ M2 S7.1+ N5+++
di_prep traverso_noun	M6
di_prep traverso_noun	M6 O4.1 Z5
di_prep un_art meridiano_adj	W3 N3.7 N5.1+
di_prep un_art partito_noun	K1/S1.1.3+ K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c
di_prep un’isola_verb	W3
di_prep varietà_noun	S7.2-/Q1.2 S7.2-/K4 A6.3 Q4.3
di_prep vasta_adj portata_noun	N5+
di_prep verifica_noun	X2.4/A5.3 A15 Q1.2 T2- M5 I1.3 O4.4/B5
di_prep vimini_noun	O1.1
di_prep vocazione_noun	I3.1
di_prep zio_noun	S1.2.1+
diametro_noun interno_adj	A1.1.1 N2 W3/M4
diario_noun di_prep viaggio_noun	Q1.2
dibattere_verb animatamente_adv	E3-
dichiarare_verb colpevole_adj	G2.1
dichiarare_verb debitore_noun moroso_adj	A1.1.1 Q2.2 S7.1+ I2.1
dichiarare_verb giuridicamente_adv incapace_adj	A1.1.2 G2.1
dichiarare_verb incapace_adj	A1.8-/I3.2 A1.8-/S7.3 A1.8-/K5
dichiarare_verb solennemente_adv	Q2.2 S1.2.3+ A7+
dichiarazione_noun di_prep nullità_noun	A12- A6.1- S7.3+ Q2.2
dichiarazione_noun finale_adj	Q1.2/I2.1 N3.2-/A2.1 Q1.2/I3.1 Q1.2/G2.1
dichiarazione_noun solenne_adj	Q2.2
dietro_prep le_art quinte_noun	 A10 M6/K4
difendere_verb la_art causa_noun	Q2.1 Q2.1/A6.1- Q2.1/E3- Q2.1/A2.2
differenza_noun di_prep opinioni_noun	A6.1-
difficile_adj da_prep valutare_verb	X3.4- X3.4-/B2- X3.4-/S2mf A12-/X2.4
dimostrare_verb la_art falsità_noun	A5.2-
dipartimento_noun ministeriale_adj	I2.2/S5+c G1.1c
dipendente_noun statale_adj	I3
dipinto_noun murale_adj	C1
dipinto_verb su_prep tela_noun	O1.1 O2 C1
dire_verb con_prep enfasi_noun	Q2.1
dire_verb con_prep voce_noun tremante_adj	X3.2+ Q2.2/E2- E6
dire_verb piagnucolando_verb	X3.2+ Q2.2/E2-
dire_verb songhiozzando_verb	E4.1-
dire_verb sorridendo_verb	E4.1+
direttiva_noun di_prep condotta_noun	S8+
diretto_verb all'_prep esterno_noun	M6
diretto_verb in_prep patria_adj	A10- M6
direttore_noun amministrativo_adj	S7.1+/S2mf
direttore_noun del_prep reparto_noun acquisti_noun	I2.2/S2mf
direttore_noun di_prep dipartimento_noun	S7.1+/S2mf
direttore_noun di_prep giornale_noun	Q4.1/S2mf I3
direzione_noun obliqua_adj	A2.1+ A6.2-
diritti_noun doganali_adj	A6.2+ G2.1/I2.2
diritto_noun a_prep un_art assegno_noun	I1
diritto_noun d'_prep iniziativa_noun	A1.1.1 X5.2+
diritto_noun di_prep sottoscrizione_noun	Q1.2 S6+
diritto_noun di_prep suffragio_noun	G1.2/X7
diritto_noun di_prep voto_noun	G1.2/X7
diritto_noun di_prep voto_noun	G1.2/X7 X6
disciplina_noun di_prep specializzazione_noun	I3 P1
disco_noun combinatore_adj	O2 Y2 K3 O4.4 Q1.3
disco_noun intervertebrale_adj	O2 B1 K3 O4.4
discutere_verb animatamente_adv	A1.1.1 E3-
discutere_verb ragionevolmente_adv	X2.1 Q2.2
disegnare_verb a_prep quadri_adj	A1.1.1/O4.3
disegnare_verb a_prep scacchi_noun	A1.1.1/O4.3
disegnare_verb con_prep l'_art inchiostro_noun	A1.1.1/O1.2
disegnare_verb con_prep la_art matita_noun	A1.1.1/C1
disegnare_verb il_art contorno_noun	Q2.1 O4.4
disegno_noun da_prep riporto_noun	I3.1 M5 C1 P1
disegno_noun da_prep trasporto_noun	I3.1 M3 M4 M5 C1 P1
disegno_noun di_prep legge_noun	I1.3 G1.1 Q1.2
disegno_noun umoristico_adj	Q4.3 C1
disparità_noun di_prep opinioni_noun	A6.1-
disponibilità_noun finanziaria_adj	I1.1 G1.1 A5.1+ N3.2+ G2.1
disponibilit�_noun economica_adj	I2
dispositivo_noun di_prep controllo_noun	S7.1+ A1.7+ O2
dispositivo_noun di_prep regolazione_noun	A2.1+ S7.1+ A1.7+ O2
disposta_verb ad_prep imparare_verb	E3+ X2.3
disposte_verb ad_prep imparare_verb	E3+ X2.3
disposti_verb ad_prep imparare_verb	E3+ X2.3
disposto_verb ad_prep accettare_verb	E2+ O4.2+ S1.2.1+
disposto_verb ad_prep imparare_verb	E3+ X2.3
dissotterratore_noun di_prep cadaveri_noun	A9+/S2mf
distanza_noun di_prep un_art isolato_noun	A10- S8- K4% H3 N5+ N3.3
distanza_noun misurata_verb in_prep miglia_noun	N3.3 I1.1/M3 N5+
distesa_noun squallida_adj	W3 A5.1---
distinti_adj saluti_noun	A5.2+ S7.2
distributore_noun automatico_adj	I2.2/O2 O3/M3
distributore_noun di_prep acqua_noun	O4.6-- O2
distruggere_verb col_prep fuoco_noun	O4.6+ E1 A1.5.1 A1.1.2
dito_noun del_prep piede_noun	B1
divenire_verb socio_noun	S5+
diventare_verb cespuglioso_adj	N3.2+
diventare_verb marrone_noun	O4.3
diventare_verb nero_adj	O4.3 Q2.2/G2.2-
diventare_verb pi�_noun forti_adj	A1.1.1 A5.1+/A2.1
diventare_verb puro_adj	B4 A1.1.1 G2.2+/A2.1
diventare_verb scuro_adj	O4.3 Q2.2/G2.2-
diventare_verb tagliente_adj	A1.1.1 A5.1+/A2.1
dividere_verb con_prep un_art muro_noun	H2
dividere_verb in_prep gradi_noun	P1 A11.1+/A2.1
docente_adj incaricato_noun	Q4.1/S2mf Q4.2/S2mf P1/S2mf Q4.1
docente_noun universitario_adj a_prep contratto_noun	S2.2m P1/S2mf
documento_noun falso_adj	A5.4- A5.2- Q1.2
documento_noun originale_adj	K4 Q3 Q1.2 Y2@
documento_noun prodotto_verb in_prep giudizio_noun	A10+ Q1.2/G2.1
dolce_noun di_prep frutta_noun	F1
dolore_noun improvviso_adj	A1.1.1 B2-
domestica_noun a_prep ore_noun	S2.1f B4/S2mf
donna_noun anziana_adj	S4 S4f A11.1+++ T.3-
donna_noun di_prep fatica_noun	A1.1.1/S2.1f K5.1 Q4.2/S2mf X5.2-
donna_noun di_prep servizio_noun a_prep ore_noun	S2.1f B4/S2mf
donna_noun giovane_adj	O4.1 S2.1f T3+
donna_noun maliziosa_adj	S2.1f/O4.2 S1.2
donna_noun poliziotto_adj	G2.1/S2.1f
donna_noun trasandata_adj	G2.2-/S3.2/S2.1f
dono_noun divino_adj	S7.4+ A9- S9
dopo_adv di_prep che_pron	Z5
dopo_adv di_prep ciò_pron	N4
doppione_noun di_prep riserva_noun	A9+ A9- A1.9 E3+ L1+ N5.2+ O4.1 O2
dorso_noun nasale_adj	B1 B3
dose_noun eccessiva_adj	B3/N5.2+
dotare_verb di_prep antifurto_noun	E5- E6-
dotare_verb di_prep manto_noun di_prep usura_noun	A10+
dotato_verb di_prep gusto_noun estetico_adj	O4.2+/C1
dotato_verb di_prep intuito_verb	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ S3.2 Z5
dotato_verb di_prep senso_noun estetico_adj	O4.2+/C1
doti_noun naturali_adj	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
dottore_noun di_prep ricerca_noun	B3 A2.1+/G2.1- B3/I3.2/S2mf P1/S2mf
dottore_noun in_prep legge_noun	G2.1/I3.2/S2mf
dottoressa_noun di_prep ricerca_noun	B3 A2.1+/G2.1- B3/I3.2/S2mf P1/S2mf
dove_adv diavolo_noun	M6
dove_adv mai_adv	M6
dove_pron diamine_intj	M6
dovere_verb pagare_verb	I1.2 S6+
drappo_noun funebre_adj	X5.2-
dritto_noun dritto_adj	A14 N5+ O4.1 O4.4 M6
droga_noun con_prep effetto_noun stimolante_adj	A1.1.1
droga_noun scadente_adj	A1.1.1 A5.1- O2
due_adj passi_noun	M1 X5.1-
due_adj settimane_noun	T1.3
due_adj volte_noun	N6
due_adj volte_noun al_prep mese_noun	N6+
due_adj volte_noun tanto_conj	F2 A6.1+/S2mf N5+ N5+/A2.1
dura_adj prova_noun	O2 A12-/X8
dura_verb sconfitta_verb	A13.3 E3-
durante_prep cui_pron	Z5
durante_prep il_art quale_pron	Z5
durata_noun della_prep vita_noun	T3 T1.3 T3++
duro_adj lavoro_noun	A12-
duro_adv da_prep masticare_verb	O4.5/F1
d’ora_verb in_prep avanti_adv	T1.1.2/N4 T1.1.3
d’ora_verb in_prep poi_adv	T1.1.3
d’ora_verb innanzi_prep	A2.2 T1.1.3
e_conj cos�_noun	A13.3 Z5
e_conj di_prep conseguenza_noun	Z5 A2.2
e_conj in_prep pi�_noun	A5.1+ N2 Z5
e_conj inoltre_adv	A5.1+ N2 Z5
e_conj oltre_adv	K5.1 N5.2+ A13.2  M6 Z5
e_conj perciò_adv	Z5
e_conj perci�_noun	Z5
e_conj pi�_noun	K5.1 N5.2+ A13.2 T2- M6 Z5
e_conj qualcosa_pron	Z8
e_conj rotti_verb	Z8
eccessiva_adj confidenza_noun	X2.2+ X2.5+ S1.2.1+
eccessiva_adj familiarità_noun	X2.2+ X2.5+ S1.2.1+
eccesso_noun di_prep lavoro_noun	I3.1/N5.2+
eccetto_prep che_pron	A13.6 Z5
eccitare_verb sessualmente_adv	X5.2+ T2+ S3.2+ E3-
eccitazione_noun sessuale_adj	S3.2+ X5.2+
edificio_noun annesso_adj	A9+ G1.2 G3 H2
edizione_noun straordinaria_adj	N5++ A6.2
educazione_noun fisica_adj	A10+ K5.1
educazione_noun fisica_adj	K5.1/P1
effetti_noun personali_adj	B5
effetto_noun funesto_adj	L1- S7.1-/E1
effetto_noun neve_noun	W4 Q4.3%
effetto_noun secondario_adj	A1.1.1
effettuare_verb il_art rimborso_noun	I1.2- S1.1.2+
effettuare_verb la_art restituzione_noun	I1.2- S1.1.2+
elaborato_verb di_prep esame_noun	K4 Q3 Q1.2 Y2@
elaboratore_noun elettronico_adj	Y2
elementi_noun in_prep legno_noun	H1 H2 H5 O1.1
elemento_noun comico_adj	E4.1+ K4 Q4.3
elemento_noun componente_adj	A1.8+ G1.2/S2mf O1/A1.8+
elemento_noun costitutivo_adj	A1.8+ G1.2/S2mf O1/A1.8+
elemento_noun formativo_adj	A2.1+ A1.1.1/P1
elemento_noun portante_adj	A1.1.1/A11.1+ M5/G3fn B2-/S2mf
elemento_noun portante_adj	A11.1+ X4.2
elemento_noun visivo_adj	X3.4
elenco_noun del_prep telefono_noun	A9+/Q2.2 G2.1 Q4.1 Q1.2
elenco_noun nominativo_adj	Q1.3/Q4.1 Q4.1 Y2
elenco_noun telefonico_adj	Q1.3/Q4.1 Q4.1 Q1.2
elettrico_adj	O3
elevare_verb a_prep potenza_noun	A1.8+ A1.1.1/N2
elevare_verb al_prep cubo_noun	A1.1.1/N2
elevare_verb una_art contravvenzione_noun	A9+/Q2.2 G2.1
eliminare_verb il_art rumore_noun	X3.2-
embolia_noun gassosa_adj	O4.4 B2-
emettere_verb a_prep fiotti_noun	M1 Q2.1/N5+
emettere_verb fumo_noun	F3 O1.3
emettere_verb il_art richiamo_noun	Q2.2 S1.1.1 Q1.3 S9%
emettere_verb mormorii_noun	X3.2 Q2.2
emettere_verb obbligazioni_noun	A1.7+ S3.1
emettere_verb suoni_noun	X3.2 Q2.2 A8 N3.1%
energia_noun assorbita_verb	A9+ O2/N5 F1/N5
energia_noun elettrica_adj	O3
ente_noun giuridico_adj	I2.1/S5c G1.1c G2.1
ente_noun governativo_adj	I2.1/S5+c G1.1c
ente_noun municipale_adj	I2.1/S5c G1.1c
entità_noun compresa_verb in_prep se_pron stessa_adj	A1.1.1 S9
entrare_verb in_prep bacino_noun	M4 A9-
entrare_verb nei_prep particolari_noun	X2.4 A4.2+/A2.1 N3.2+/A2.1
entrare_verb senza_prep invito_noun	A1.1.2 M1 N5-/A2.1 Y2 B1@
entro_prep i_art confini_noun nazionali_adj	H4 S4 M6 W3/G1.1
entusiasmarsi_verb esageratamente_adv	E4.1++ Q2.1/N5+
erba_noun medica_adj	L3 F1/B3
erba_noun spagna_adj	L3 F1/B3
errore_noun di_prep stampa_noun	Q1.2/A5.3-
eruzione_noun cutanea_adj	A1.3- B2-
esalare_verb vapore_noun	F3 O1.3
esame_noun accurato_adj	A1.1.1 S7.1+ X2.4
esame_noun accurato_adj	X2.4/A5.3+
esame_noun attento_adj	X2.4
esame_noun minuzioso_adj	X2.4/A5.3
esame_noun scritto_verb	H5 Q4.2c O1.1 Q1.2 P1/Q1.2
esami_noun generali_adj	A1.8+ P1 A4.2-
esaminare_verb accuratamente_adv	A1.1.1 X2.4+
esaminare_verb in_prep fondo_noun	A1.1.1 S7.1+
esaminare_verb minutamente_adv	X2.4/A5.3
esaminare_verb minuziosamente_adj	X2.4/A5.3
escludere_verb dalla_prep lista_noun di_prep imbarco_noun	A1.1.1 A1.8-/M4 A1.8-/M5
escursione_noun a_prep piedi_noun	M1 M3
esecutore_noun eccellente_adj	 X9.1+
esecutore_noun testamentario_adj	G2.1/S2mf A1.1.1/S2mf
esecuzione_noun rapida_adj	A1.1.1/N3.8+
eseguire_verb a_prep macchina_noun	A1.1.1
eseguito_verb ad_prep arte_noun	O4.2+ A5.1+ A11.1+
esente_adj da_prep dazio_noun	I1.3-
esenzione_noun da_prep un_art pagamento_noun	S6-
esercitare_verb il_art commercio_noun	I2.2 I3.2
esercitare_verb il_art contrabbando_noun	G2.1- M2/A10-
esercizio_noun fisico_adj	A10+ K5.1
esercizio_noun fisico_adj	K5.1 P1 A1.1.1 G3@
esigere_verb il_art pagamento_noun	I1.2 S1.1.1 S9%
esito_noun mortale_adj	L1- S7.1-/E1
espandersi_verb rapidamente_adv	N3.2+/A2.1 N5++/A2.1
espansione_noun incontrollata_adj	N3.6+
esperto_noun informatico_adj	Y2/S2mf
esporsi_verb a_prep forte_adj calore_noun	A1.1.1 O4.6+
esposto_verb al_prep pubblico_noun	A10+ S5+ S5+c
espressione_noun avverbiale_adj	Q3
esprimere_verb chiaramente_adv	Q2.2 Q2.1
esprimere_verb con_prep un_art sorriso_noun	E4.1+
esprimere_verb pubblicamente_adv	A10 Q2.1
esprimere_verb un_art giudizio_noun	A5.1 Q2.2 Q2.1
esse_pron probabile_adj	S6+
esser_verb lungo_prep	M6 N3.1 A2.2 A3+ X2.1 A9+ N4 S3.2 T1 A1.1.1 N5
essere_verb a_prep cavallo_noun	S7.1+ A11.1+ S1.2.5++
essere_verb a_prep mollo_adj	O1.2 B4
essere_verb a_prep pensione_noun	A1.1.1 H4 T3-
essere_verb acceso_verb	O4.6+ E1 A1.5.1
essere_verb accucciato_verb	M6
essere_verb adagiato_verb	M6 M8
essere_verb adatto_adj	A1.1.1 G2.2- X9.2+ N5+ G2.1% Z5
essere_verb affezionato_verb a_prep	E2+
essere_verb agitato_verb	Q1.1 M2 M1
essere_verb all’inseguimento_noun	M1
essere_verb appeso_verb	M2 M1 M8 G2.1 S7.1-
essere_verb assopito_verb	B1
essere_verb attaccato_verb	E3+
essere_verb attaccato_verb	M2 M1 M8 G3 G2.1 S7.1-
essere_verb autoritario_adj	S7.1+ O4.2
essere_verb bocciato_verb	X9.2- A5.1-/A2.1
essere_verb calcolato_verb	N2 X7+
essere_verb certo_adv	I1/A1.4 X2.6+
essere_verb collegato_verb	A1.1.1 A1.7+ A2.2
essere_verb composto_verb	A1.8+
essere_verb comprensivo_adj	X2.5+ S1.2 S1.2.6
essere_verb comunicante_adj	Q2.1 Q1.2 Q1.3 X2.2+
essere_verb condannato_verb	A1.1.1 G2.2- X9.2 E3- G2.1% Z5
essere_verb conformista_noun	A6.1+
essere_verb connesso_verb	A1.1.1 A1.7+ A2.2
essere_verb conveniente_adj	A1.1.1 G2.2- X9.2+ N5+ A5.1+ Z5
essere_verb cotto_verb alla_prep griglia_noun	F1 O4.6+
essere_verb debitore_noun	I1.2 S6+
essere_verb di_prep aiuto_noun	A1.5.1 X2.5+ S1.2.6 S8
essere_verb di_prep aiuto_noun	A9- A2.2 S1.1.3+ S8+
essere_verb di_prep appoggio_noun	S8+
essere_verb di_prep fronte_noun	A1.1.1 M6 S7.1+ Q4.3
essere_verb di_prep guida_noun	S8+
essere_verb di_prep vantaggio_noun	A1.5.1
essere_verb differente_adj	A6.1-
essere_verb disorientato_verb	X2.5-
essere_verb dissidente_adj	A6.1-
essere_verb diverso_verb	A6.1-
essere_verb divisibile_adj	A6.1- A9-/N5.1 N2
essere_verb due_adj volte_noun	N5+/A2.1
essere_verb eccessivamente_adv espansivo_adj	O4.2 S1.2 Q2.1/N5+
essere_verb effervescente_adj	O4.5 A1.1.1 E1
essere_verb eloquente_adj	Q2.1
essere_verb espressivo_adj	Q2.1
essere_verb estratto_verb	A6.1- S3.1-
essere_verb faccia_noun a_prep faccia_noun	A1.1.1 S1.1.1
essere_verb fatto_verb	M1 M2 S8-
essere_verb fiorente_adj	L3 X9.2+
essere_verb giustiziato_verb	A1.1.1 G2.1 L1-
essere_verb il_art capo_noun	S7.1+
essere_verb il_art disonore_noun	S7.2- S1.2.4- A5.1-
essere_verb il_art doppio_noun	N5+/A2.1
essere_verb il_art frutto_noun	N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2 A1.1.1 N5
essere_verb il_art padrone_noun	S7.1+
essere_verb il_art risultato_noun	N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2 A1.1.1 N5
essere_verb immerso_verb	M4 M1 N5.2+
essere_verb impaziente_adj	A1.1.2 A1.1.1
essere_verb impiccato_verb	M2 M1 M8 G2.1 L1-
essere_verb in_prep accordo_noun	A1.8+ A6.1+
essere_verb in_prep agguato_noun	M6 A10-
essere_verb in_prep armonia_noun	A6.1+
essere_verb in_prep attesa_noun	X2.6+ B1
essere_verb in_prep calore_noun	O4.6+ L2
essere_verb in_prep coincidenza_noun	A2.2 S5+ M3 A1.1.1
essere_verb in_prep comunicazione_noun	Q2.1 Q1.2 Q1.3 X2.2+
essere_verb in_prep contatto_noun	A2.2 S5+ Q1.1 A1.1.1
essere_verb in_prep contraddizione_noun	A6.1-/Q2.2 A6.1-
essere_verb in_prep contrasto_noun	A6.1-
essere_verb in_prep correlazione_noun	A6.1+
essere_verb in_prep corrispondenza_noun	Q1.2 A6.1+ Q2.1 Q1.3 X2.2+
essere_verb in_prep declivio_noun	M1 M2 O4.4 F4
essere_verb in_prep disaccordo_noun	A6.1- A9-/N5.1
essere_verb in_prep dubbio_noun	A7-
essere_verb in_prep fiore_noun	L3 X9.2+
essere_verb in_prep grado_noun	A1.1.1 A7+ X9
essere_verb in_prep infusione_noun	A1.1.1 B3
essere_verb in_prep lutto_noun	E4.1--
essere_verb in_prep media_noun	N2 A6.2+
essere_verb in_prep pendio_noun	M1 M2 O4.4
essere_verb inadeguato_adj	X9.2- A5.1-/A2.1
essere_verb incerto_adj	A7-
essere_verb incerto_adj	A7- M1
essere_verb incinta_adj	A9+ Q4 S7.4+ B1% B2% X2.6+ B1 L1
essere_verb incostante_adj	A1.1.1 N5-/A2.1
essere_verb indeciso_adj	A7-
essere_verb infedele_adj	G2.2- A10+
essere_verb innamorato_verb	E2+
essere_verb innestato_verb	A1.1.1 B3 L3/B1
essere_verb insufficiente_adj	X9.2- A5.1-/A2.1 N5-
essere_verb interdipendente_adj	A1.1.1
essere_verb inteso_verb	N2 X7+ X2.5
essere_verb latente_adj	A10-
essere_verb meglio_adv	A5.1+
essere_verb mezzo_noun addormentato_verb	B1
essere_verb misurabile_adj	N3.1
essere_verb molto_adv di_prep moda_noun	A5.1+ X9.2+
essere_verb nascosto_verb	A10-
essere_verb nativo_adj	A2.2 A3+ X2.1 A9+ S4 S3.2 T1 A1.1.1
essere_verb necessario_adj	S6+ A7+
essere_verb necessario_adj	X7+ S6+ A7+ S3.2 A9-
essere_verb nel_prep numero_noun	N2 A11.1+
essere_verb obbligato_verb	S6+ A1.7+ A2.2 A1.1.1
essere_verb oggetto_noun a_prep variazioni_noun	A7- M1
essere_verb ospite_adj	S1.1.1 M1
essere_verb paragonabile_adj	N3.1 A6.1
essere_verb parsimonioso_adj	A1.5.1/N5-
essere_verb parte_noun di_prep	A2.2 A9+ A1.8+ S1.1.3
essere_verb periodico_adj	N6+
