language,word,NoneExpert1_tags,NoneExpert2_tags,NoneExpert3_tags,NoneExpert4_tags,gold standard tags
pt,turma,"A4.1, Z84, S5, S3.1, P1","S5, P1, A4.1, S3.1","A4.1, Z84, S5, S3.1","P1, S5","[S5, S3.1, P1, A4.1]"
pt,grânulo,"F1, F4, L3","F1, F4",O2,,"[O2, N3.2]"
pt,rebaixo,"A2.1, Z84, Z85, A1.1.1, N3.7","A2.1, A1.1.1, N3.7","N3.7, A1.1.1, A2.1, H2","A2.1, N3.7","[A1.1.1, A2.1, N3.7]"
pt,deque,"O2, Z84",M4,"H2, O2, M4, M6",M4,"[M6, M4, O2]"
pt,escurecer,"O4.3, W2","O4.3, E4.1, W2","O4.3, W2","O4.3, W2, E4.1","[O4.3, E4.1, W2]"
pt,talhe,"A1.1.1, O2",,,,"[A1.1.1, B5]"
pt,envio,"M2, A1.1.1, M1",,,,"[A1.1.1, M2]"
pt,estupeficar,"A2.2, E5","A2.2, E5",E5,"E5, A2.2","[E5, A2.2]"
pt,fantasia,X2.1,"B5, X2.1","A5.2, X2.1",,"[X2.6, X7, X2.1, B5, A5.2]"
zh,又,"Z5, Z4","Z5, Z4, A6.1, N6","N6, Z5","N6, N5, Z4, Z5","[N6, Z4]"
zh,还,"Z5, A13.3","S1.1.2, Z5, M8, N6","Z5, A13.3","N5, A6.1, N6, A2.1, E6, Z5","[M8, E3, O4.5]"
zh,叫,"Q2.2, X3.2","Q2.2, X3.2, Q1.3","X3.2, Q1.3, Q2.2, X7","Z1, S3.1, Q2.2, S1.1.1, A1.1.1","[Q2.2, S1.1.1, Q1.3]"
zh,可是,Z5,"Z5, A13.6","Z84, Z5","Z5, A13.6, Q3",[Z5]
zh,公司,"S5, I2.1","I3.1, I2.1, S5","I2.1, S7.1, I3.1, S5","S5, S7.1, I2.1, I3.1","[I2.1, S5, S5, G3, S5, S3.1, K4, S5]"
zh,这里,M6,M6,M6,"M6, M7",[M6]
zh,电话,Q1.3,Q1.3,"Q1.3, Z84",Q1.3,[Q1.3]
zh,知道,"X2.2, X2.3, X2.5","A7, X2.5, X2.2, X2.3, X9.1, P1, X2.1, Z5","X3, X9.1, X2.5, X2.2, P1, X2.3, X5.1","X2.5, X2.2, X9.1, X2.3, Z5","[X2.5, X2.2]"
zh,"进行",M1,"M1, X7, A2.1, A1.1.1","A1.1.1, M1, Z85","X7, S7.1, X8, X9.2, Z84, A2.1, X4.2, A1.1.1, M1","[A1.1.1, T1.1.2]"
zh,话,"Q2.1, X4.1, Q1.1, Q3","Q2.1, Q1.1, Q3","Q1.1, Q3, Q2.1, X4.1","Q2.1, Q1.1, Q3, Q4","[Q3, Q1.1, Q2.1]"
zh,过去,T1.1.1,"T1.1.1, T2, N4","T1.1.1, T1.3, T2","T1.1.1, T1.3, Z5, N4, A6.1","[T1.1.1, M1]"
zh,这个,"Z8, Z5","Z8, M6, Z5","Z5, Z8, Q1.1","M6, Z8, Z5, A13.3",[A13.3]
zh,告诉,"Q2.2, Q2.1","Q2.2, Q2.1, A10, X3","Q2.1, S1.2.6, X3, Q2.2","Q2.1, Z84, Q2.2, A10, S1.2.6","[Q2.2, Q2.1]"
zh,这,"Z5, Z8","Z8, Z5, M6","M6, Z5","Z5, M6, A13.3, Z84, Z85, Z8",[M6]
zh,这样,"Z8, Z5","Z5, A13.3","A13.3, Z5","A4.2, Z5, A8","[Z5, A2.2]"
zh,朋友,S3.1,S3.1,"S3.1, S2.2, S5","S3.1, S2.2, S2.1","[S3.1, S2]"
zh,该,"Z8, A7, Z5","A1.8, I1.2, Z5","A1.8, A2.2, S6, Z8, M6, A6.1, S1.1.3, I1.2, Z5","A2.2, S6",[A6.1]
zh,只是,"Z5, A14","Z5, A14, A11.1, A13.6","Z5, A14","A14, A11.1, Z5, N5.1","[A11.1, A13.6]"
zh,向,"M6, Z5, A5.1","M6, M7, W3, S7.3","M6, X7, Z5","M6, W3, Z5",[M6]
zh,不过,"A14, Z5, Z4","Z5, Z4, A14, A13.6","A14, Z5",N6,[Z5]
zh,心,"X5.2, X7","B1, O2, M7, E4.1, X1, S9","O1.1, X7","S8, S9, E4.1, B1, S2, A11.1, A1.3, X5.2","[B1, A11.1, X5.2]"
zh,可能,A1.4,"A7, A1.4",A1.4,"A8, A1.4, A7",[A7]
zh,社会,S5,S5,S5,"S5, S1.1.3, S1.1.1",[S5]
zh,请,"Z4, Q2.2","Q2.2, Z4, X7","Q2.2, X7","S1.2.4, S7.2, S1.2.1, Q1.1, Q2.2, X7",[Z4]
zh,比,"A6.1, A5.1","A6.1, Z5, Q3, N2","A6.1, N2","A6.1, N2",[Z5]
zh,比较,"Z5, A6, A6.1, A5.1","A6, Z5, A5.1, A13.4","A6, A13, A13.4","A6.1, A6, E2, A13.4, A5.1, Q3, Z5, A13","[A6, A13.4, A13.5]"
zh,说,"Q2.1, Q2.2","Q3, Q2.1, Q2.2, Z4","Q2.1, Q2.2","Q2.1, Q2.2, Z4, Q3",[X4.1]
zh,句,Q3,Q3,Q3,"G2.1, Q3",[Q3]
zh,及,Z5,Z5,"Z5, N2","Z5, Q3, A13.2, T1.3",[Z5]
zh,可以,A5.1,"A5.1, A7","A7, A1.1.1, X6","A1.1.1, A7, A5.1","[S7.4, A5.1]"
zh,只,"A4.2, A14, Z5","A4.2, A14, Z5, A13.6","A14, N5","A4.2, A14, Z5, N5, A13.6",[A14]
zh,发展,A2.1,"A2.1, A1.1.1, I3.1, M1","A1.1.1, I3.1, A2.1","A2.1, A1.1.1, I1.1, E1","[A2.1, A5.1, A2.1, H1, S1.1.1]"
zh,这么,"Z8, Z5",Z5,"Z5, A13.3","Z5, A13.3",[A13.3]
zh,发现,"X2.3, X2.5, Z4","A7, X3.4, X2.3, X2.5, A1.1.1, A10","X3, X2.3, X3.4","X2.5, X2.3, A10",[A10]
zh,应该,"Z84, S6","A7, S6, A1.2",S6,"S6, A7, A11.1","[S6, A7]"
zh,看到,"X3.4, X2.5, X2.3","X3.4, X2.3, X3","X3.4, X3","X3.4, X3, A7, Q2.1","[X3.4, X2.1, X2.5]"
zh,一直,"N6, A6.2, N4",T2,"T2, N6, A6.2","A7, N6, A6.2, A5.2","[T2, N6]"
zh,下,"M6, A5.1, N3.1, A13.6, T1.1.1, M1","M6, A5.1, A13.6, G2.2","A13.6, A5.1, M1, N5","N3.7, N5","[M1, M6]"
zh,第二,N4,N4,N4,N4,"[N4, N1]"
zh,不会,"A7, Z6",K6,K6,A7,"[X2.5, X2.2, A7]"
zh,不同,A6.1,"A6.1, A4.2, A2.1, A6.3","A11.2, A6.1, A6.3","A6.1, A6.3, A11.2, A2.1",[A6.1]
zh,网,O2,Y2,"O2, Y2, S5, Q4.3","L2, O2","[O2, S5]"
zh,不是,"Z6, Z4, A5.3, E2, G2.1",Z6,"E2, Z6",Z6,[Z6]
zh,美,O4.2,O4.2,"O4.2, B4","O4.2, A13.5, Z2",[O4.2]
zh,不能,X9.1,X9.1,X9.1,X9.1,[X9.1]
zh,美国,Z2,Z2,Z2,Z2,[Z2]
zh,与,Z5,Z8,"Z8, Z5",Z5,[Z5]
zh,而且,"Z5, A6.1","Z5, A2.1",N3.1,"N5, N5.2, A2.1, A13.3, A6.1",[Z5]
zh,丑八怪,A1.1.2,E2,"L2, Z3","O4.2, O4.1",[O4.2]
zh,专业,P1,"A4.2, P1",A4.2,"P1, A4.2",[I3.2]
zh,专横,E3,"S1.2.4, S5","A1.1.2, A13.2, A1.6, X7",X2.1,[S1.2.3]
zh,要,"X7, A9, S6, A7",A9,"A11.1, X7, S3.2, X6","A9, X5.2, I2.2, Q2.1, A11.1, S7.1, S6, S3.2, A7, Q2.2",[S6]
zh,见,"X3.4, X2.1, X2.5, O4.1, A6.1","X3.4, X3","X3, X3.4","X3.4, X2.5, A1.1.1, X2.1, A7",[X3.4]
zh,让,"S8, S6","A9, S7.4, X9.2, A1.1.1, X6, I2.2","A9, A1.1.1, S7.1, X9.2","S7.4, X6, A2.2, A1.1.1, S6, Q2.2",[S7.4]
zh,个人,"S1.2.1, Z8, N5, S2","S5, S2, Z8, N5",S2,"S5, S2",[S5]
zh,起,"M1, N5, A1.1.1","M1, T2",M1,"A1.1.1, T2, M1","[M1, N5, A2.1]"
zh,为了,"A2.2, Z5, X2.1","Z5, A2.2","X4.1, Z5, A2.2","A2.2, X4.1, Z5, X2.1","[Z5, A2.2]"
zh,为什么,A2.2,A2.2,"A2.2, X2.1",A2.2,[A2.2]
zh,跟,"M1, Z5",A6.1,M1,"M1, X2.5, A2.2, A6.1",[Z5]
zh,主人,"S2, H1","S2, S7.1, S5","S7.1, S2","S2, Z1","[S7.1, S2]"
zh,车,"M3, O2, K6","O2, M3",M3,"K6, Z85, O2, M3","[M3, n, X4.2, K5.2]"
zh,书,"Q4.1, Q1.2, Q3, N3.4","Q4.1, Q1.2, Q4.2","Q4.1, Q1.2","Q4.1, Q1.2, Q3","[Q4.1, Q1.2, P1]"
zh,亲手,S5,S5,S5,"S5, X9.2","[S5, A11, S1.2.4]"
zh,人,"E1, B1, Z8, S1.2, S1.2.1, L1, S5, S2, A3","L2, S2.2, S2, S2.1","L2, S2, S2.2, S2.1, B1","A3, Z8, S2, S2.1, S2.2, B1, L2, L1, A4.1",[S2]
zh,道,"M3, M6, X2.1, H2","M3, M6, X4.2, X4.1","N3.3, Z85, Q1.3, M3, A2.2, H2, M6, M1, M4","M3, X4.2, N3.3, X2.1, X4.1, Q2.1, M6",[Z5]
zh,那,"Z5, Z8",Z8,"Z5, A6.1","Z8, A6.1, T1.1.1, T1.2, A13.3",[M6]
zh,那么,"Z5, Q2.2, Z8","Z5, Q2.2",Q2.2,"Z84, Z5, A13.3",[A13.3]
zh,那些,"Z5, Z8","Z5, Z8",Z8,"Z5, Z8",[Z8]
zh,今天,T1.1.2,T1.1.2,T1.1.2,T1.1.2,[T1.1.2]
zh,从,Z5,"X2.1, A1.1.1, G2.1, A2.1, S7.1, A1.7, Z5, A9, Q2.1",Z5,"A2.1, Z5","[M1, S7.1, A1.7]"
zh,以为,"X2.1, Z4","A8, X3, E1, X2.1, X2.5","X2.5, A8, X7, X3, X3.4, X2.1","A8, X2.1, X2.5, A7",[X2.1]
zh,以后,"Z5, T1.1.3, A2.2, A1.1.1, N4",T1.1.3,T1.1.3,"T1.1.3, T4, T1.1.2, A6.1, A1.1.1, M1","[N4, T1.1.3, T4]"
zh,会,"T1.1.3, S5, A4.1, T1.2, G2.1, T1.1.2, X9.2","A1.1.1, M2, Q2.2","Z84, X9.2, S1.1.3","X9.2, A7, A6.1, A4.1, I2.1, S1.1.3","[S1.1.3, K5.1, S9, A1.1.1]"
zh,问,Q2.2,"Q2.2, P1",Q2.2,Q2.2,[Q2]
zh,会议,"Q2.1, S1.1.3, S5, S7.1","S5, S1.1.3, S3.1, A1.1.1, G1.1","Q2.1, S5","S7.1, S3.1, S5","[S1.1.3, A1.1.1]"
zh,伟大,"A5.1, S7.2, N5, O4.2, S1.2.5, N3.2","A5.1, N3.1, S7.2","A11.1, A5.1, S1.2.5, A13.3, S7.2","N3.2, S7.1, S7.2, O4.2, A11.1, S1.2.5, N5, A5.1","[A5.1, A11.1]"
zh,但,"Z4, Z5",E6,Z5,"E6, M8, T1.1.2, T2",[Z5]
zh,但是,Z5,"Z5, Z4","Z5, Z4","Z5, A13.6",[Z5]
zh,住,H4,"L1, H4","H4, M8",H4,"[H4, M8]"
zh,你,Z8,Z8,Z8,Z8,[Z8]
zh,使,"A2.2, A1.1.1",A2.2,"X9.2, X6, A2.2, A1.1.1","X6, A6.1, S1.2.6, A4.1, L2, A1.1.1, S8, A2.2, X9.2",[Z5]
zh,使用,A1.5.1,"A1.5.1, A1.1.1",A1.5.1,"A1.5.1, A1.1.1, Y2",[A1.5.1]
zh,便,"Z5, A12, I1.3, A1.5.2, S1.2.1, N3.3",A12,"A2.2, Z7, Z5, A5.3, A1.5.2","A11.2, A6.2, A5.1, A12, A1.5.2, A13.3, Z5",[T1.3]
zh,做,A1.1.1,A1.1.1,A1.1.1,"A1.1.1, A3, S1.1.3, S6",[Z5]
zh,像,"Z4, A8, Z5, O4.1, A6.1","X3.4, O4.1, A13, A6.1, C1, A8, N3.1",E2,"A6.1, A8, E2, O4.1, A13",[C1]
zh,允许,S7.4,S7.4,S7.4,"S7.4, A1.1.1, S1.2.4",[S7.4]
zh,充足,N5,"N3.1, N5, N6",N5,"N5, N6",[N5]
zh,先,"N4, T1.1.1",N4,"T1.1.1, T1.1.3, N4, T4, T2","N4, T1.1.1, T4, A11.1","[N4, T4]"
zh,先人,S4,S4,S4,S4,[S4]
zh,光头,"O4.1, B1",O4.1,O4.1,"B1, O4.1","[B1, O4.1]"
zh,其实,"A5.2, A5.4","Z5, A5.2, A5.4","Z5, A5.2, A5.4","A5.4, A5.2",[Z5]
zh,内,"A10, K5.1, M6","A10, M6, H3, A13.1",M6,"M6, H2, A10, O2","[M6, A10, H1, T1.1]"
zh,再,"N5, N6",N6,"N4, Z5",N6,"[N6, N5, N4]"
zh,出,"M1, Z84, A2.1, A1.1.1, K4, K3, F4, A10, Q4.3","A1.1.1, M1, A10, I1.3",M1,"M1, A10, A1.1.1, A2.2","[M1, M2, M3, M4, M5]"
zh,则,"Z5, X6, Q3, Z7, G2.2, A6.2, X4.2","T1.2, X6, X4.2, Q3, S6, N4, Z5",Q3,"Q3, Z5, S6",[M6]
zh,北京,"Z2, Z3",Z2,"Z3, Z2",Z2,[Z2]
zh,同学,P1,"P1, S3.1","P1, S3.1",P1,"[P1, S2, S5, S2]"
zh,名,"Q2.2, S7.2",Q2.2,"Z3, Z8, S7.2","Z8, Z3",[Q2.2]
zh,后来,"T1.1.3, Z5, N4","N4, T4, T1.1.3","N4, T1.1.3","T4, T1.1.3, N4","[N4, T4, T1.1.3]"
zh,听,X3.2,"X3.2, X2.3","X2.3, X3.2","X3.2, A7, B1",[X3.2]
zh,和,"Z5, E3",S5,"A6.1, Z5, Z2","A6.1, O4.2, X3.2, S1.2.1, S1.2.5, A12",[E3]
zh,喜欢,"E2, E4.2, E4.1, S3.2","E2, S3.2, E4.1, E4.2","E2, E4.1, E4.2, S3.2","E2, E4.1, E4.2, S3.2, X7",[E2]
zh,回,"T1.2, N6, M1",M1,"N6, T1.3","N6, M1","[M1, N6, Q4.1]"
zh,因为,Z5,Z5,Z5,"Z5, Z84","[Z5, A2.2]"
zh,国家,"G1.1, G1.2, M7","G1.2, W3, S5, M7, G1.1","W3, G1.1","G1.1, G1.2, W3, M7, S5","[G1.1, W3]"
zh,在,"M6, Z5, A1.8, A3","A3, A1.8, M6","M1, A3","A3, Z5, M1, M6, A1.8",[A3]
zh,地,"O1.1, M7, W3","W1, F4","F4, M7","M7, H1, M6","[W3, M7, F4]"
zh,地方,M7,"H1, W1, H2, M7, W3","M7, W3, H2","M7, W3, H1, H3, H2, N3.6, I3.1","[M7, G1]"
zh,声,"Q2.2, K2, X3.2, Q3","X3.2, K2","Q2.2, X3.2","X3.2, Q2.2, Q3, Q2.1, K2, N3.1, Z85, B1",[X3.2]
zh,多,N5,N5,"N5, A6.2, A6.3, N6, Z5","A13.2, N5, A13.3, N6, A13.4",[N5]
zh,大,"N3.2, N3.7, N5","N3.2, N3.7","N5, N3.7, S7.1, N3.2, T3, A11.1, S7.2","T3, S7.1, A6.3, N3.7, N3.2, A11.1, N5","[N3.2, N5, S1.2.5]"
zh,大家,Z8,Z8,N5.1,"N5.1, Z8, S5, S7.1",[N5.1]
zh,天,"S9, T1.3, W4","T1.3, S9, W1, W4","T1.3, W1, W4, S9, O1.3","W1, T1.3, S9, E2",[T1.3]
zh,头,H2,"N4, B1, O4.4, F1","B1, A11.1, A4.1, G1.2","S7.1, N4, A11.1, T2, H2, S2, G1.2","[B1, S7.1, S2]"
zh,女人,S2.1,"S4, S2.1",S2.1,"S2.1, S4, B1, L2",[S2.1]
zh,学,X2.3,"X2.3, P1","X2.3, Y1, P1","X2.3, Y1, X2.4, P1","[P1, X2.3, X2.4]"
zh,学生,P1,P1,"P1, S4","Z1, P1, Z3, L2","[P1, S2]"
zh,孩子,"S2, S4","S4, S2","S4, S2","S4, S2","[S2, T3, S4]"
zh,将,"T1.1.3, X7, A9, A1.5, S7.1, S6",T1.1.3,T2,"T1.1.3, X7",[T1.1.3]
zh,小,"N3.2, N5, N3.7","A13.7, T3, N3.2","N3.7, A13.7, N3.2, N5","N3.7, N3.3, T1.3, T3, N5, A13.7, N3.2, A11.1, S5, A5.1","[N3.1, N5, A13.1, S1.2.5]"
zh,岁,T1.3,"T1.3, T3",T1.3,T1.3,[T3]
zh,工作,"I3.1, X9.2, X5.2, X2.4","S1.1.1, A1.1.1, I3.1",I3.1,"I3.1, A1.1.1, I4","[I3.1, A1.1.1]"
zh,已,"T1.1.1, Z5","T1.2, T1.1.1, N4, Z5","T1.2, T1.1.1, N4","T1.1.1, T1.2",[T1.1.1]
zh,希望,"X2.6, X7, T1.1.3","X4.1, X2.1, X7","X2.1, X2.6, E4.2, E4.1, X7, A7, Q2.1","X2.6, X7, X2.1, X9.2, T1.1.3, E4.2, E4.1, M4, X4.1","[X2.6, E4.1, X9.2, A5.1]"
zh,带,"M2, O2, A1.1.1, O4.4, B5","M2, O4.4, A1.1.1, B5, O1.1, W3, O2","M2, A1.1.1","K2, A1.1.1, S8, A9, W3, M6",[Z5]
zh,年,T1.3,"T1.3, P1, W4, H4","T1.3, T1.2, S1.1.1","T1.3, W1, Z3","[T1.3, P1]"
zh,并,"A1.8, A14","A2.2, S5, A1.8","A1.8, S5","Z5, A2.2",[Z5]
zh,开,A10,A10,A10,"A10, A1.1.1, M2, L3, O4.6, S1.2.1","[A10, S1.2.1, X5.2, S1.1.1]"
zh,很多,N5,"N5, N3.4","N5, N3.4","N1, N5, A1.8",[N5]
zh,情况,"A8, O4.1, I3.1","T1.2, O4.1, A7, O2, X4.1, A4.1, A3","X4.1, O4.1, O2, A3","B2, O4.1, O2, A3, Z7, M6, S6, I3.1, A4.1","[A3, O4.1, S1.1.1]"
zh,成,O4.2,"T2, A2.1, X9.2, A1.1.1","T2, O4.1, A1.1.1, N3.2, O4.2","T2, O4.1, N3.2, A1.1.1, O4.2, A2.1",[A2.1]
zh,我们,Z8,Z8,"S4, Z8","S2.1, Z8",[S2]
zh,所以,"Z5, A2.2",A2.2,A2.2,"Z5, A2.2","[Z5, A2.2]"
zh,所有,"N5.1, Z5","S5, E1, N5.1",N5.1,"N5.1, A13.2, S5, A9",[N5.1]
zh,手,B1,"B1, L2",B1,"O2, O1.1",[B1]
zh,才,X9.1,A14,"X9.1, T3, T1.3, A14, I1.1, N3.3","A14, T3, N3.3, A9, T1.3, I1.1",[T4]
zh,打,"A1.1.2, A2.1, G3, E3","A1.1.2, G3, M2, A1.1.1, K5.1, K5.2","O4.1, A1.1.2, G3","M1, A1.1.1",[Z5]
zh,时,"T1.1.1, T1.3, T1.2, T1, T1.1.2","T1.2, T1.3, T1, N6","T1, T1.3, T1.1.2, T1.2","T1.2, T1.1.2, T1, T1.3, N6, N3.1",[Z5]
zh,时候,"T1.3, T1, N6","T1, T1.3, T1.1.1, T1.1.2, T1.2","T1.2, T1","T1.1.2, T1.1.1, T1.3, T1.2, T1",[T1.1]
zh,更,"N6, N5, Z5, T1, T2","E6, A5.1","A13.3, T1","A13.3, N6, Z5","[A13.3, N6]"
zh,最后,"Q3, N4, T2, Z4","N4, T1.3","N4, T1.3, T2","T2, N4, Q3",[N4]
zh,月,T1.3,"T1.3, W1",T1.3,"T1.3, W1","[T1.3, W1]"
zh,有,"A9, Z5","A9, A3, X9.2",A9,"A7, A3, X9.2, A2.2, A4.2",[A9]
zh,本,"Z8, Z5, T2, T1.1.1, X4.2, X2.2","A4.1, E1, S4, Z8, W3","A9, Q1.1, T1.1.2, T1.1.1, N2, Z8, M6","N2, E1, B1, X2.4, T2",[Z8]
zh,正,"A5.2, A5.3, A1.2, M6, O3, O4.4, X4.1, G2.2",T1.3,"N4, T1.3, A5.2","S3.2, N3.8, N3.3, A13.2, N3.2, G2.2, S7.4, A1.2, O4.1, A6.2","[A5.1, N2, Z5]"
zh,用,"Z5, A1.5.1","A1.5.1, A1.1.1",A1.5.1,"A1.5.1, A1.1.1",[Z5]
zh,由,A2.2,"A2.2, M6, Z5","Z5, A2.2, X2.1, M6",A2.2,[Z5]
zh,看,"X2.4, X2.5, X2.3","X3.4, O4.1, Q4.3, X2.4, A8, A1.1.1","X3.4, X3","T1, X2.1, M4, A7, S9, X2.4, A1.1.1, X2.3, S7.1, B1","[A8, X3.4, X2.4]"
zh,一,"N1, N5, O4.4, T1.2",N1,"N1, T1.2, N5, T3, S5",N1,[N1]
zh,一些,Z5,"Z5, N5","N5, A13.5, Z84, Z85, Z5",A13.5,[A13.5]
zh,真,"A13.3, A3","A5.2, A5.4","F1, B2, P1","A5.2, A5.4, A13.3","[A5.2, A5.4]"
zh,一定,"N6, O4.1","A7, A1.1.1, S6, A1.7, X6","A7, N6, A6.2","X6, A7","[S6, A7]"
zh,"一帆风顺",X9.2,X9.2,"X9.2, Z84",X9.2,[X9.2]
zh,种,"F4, L3, A6.2","A4.1, F4, M2, S1.2, L3","S1.2, A6.2","S5, A4.1",[A4.1]
zh,一样,"E2, A6.1",A6.1,"E2, A6.1",E2,[A6.1]
zh,笑,E4.1,E4.1,E4.1,E4.1,"[E4.1, X3.2, Q2.2, S1.2.4, S7.2]"
zh,第一,N4,"N4, A13.2","A13.2, N4",N4,"[N4, A13.2, N4, P1@]"
zh,一起,S5,S5,"Z85, S5, S3.1",S5,"[S5, T1.1.2, M6]"
zh,不,Z6,"Z6, Q3",Z6,"Z84, X6",[Z6]
zh,给,"A9, A1.1.1",A9,A9,"A9, A1.1.1",[Z5]
zh,老,T3,T3,"Z84, Z85, Z4, G3, S7.1",T3,"[G3, S2, T3, S2, T3, Z4]"
zh,不齿,E2,"E2, X2.1",E2,E2,[E2]
zh,老师,"P1, Z84",P1,"Z84, Z85, S9, A5.3, P1, T3, C1, S8, I4",P1,"[P1, I3.2, S2]"
zh,能,X9.1,"A1.1.1, X9.1, X5.2",X9.1,"X9.1, A7","[X9.1, X9.1]"
zh,自己,Z8,"Z8, A3","Z8, Z84, Z85, S5, A9",Z8,[S5]
zh,世界,W1,"W1, X4.1",W1,"W1, Z2","[W1, S5, A4.1]"
zh,东西,"O2, O1, L2, F1, S1.1.1","O1, O2","O2, O1, L2, X4.1, S1.1.1","M2, O1, S1.1.1","[O2, X4.1]"
zh,觉得,"X2.1, X3","X2.1, X3","X3, X1, X2.1",X2.1,"[X2.1, X3]"
zh,两,"Z5, N1, N5","N3.5, N1, N5","N5, N1","N1, N3.5",[N3.5]
zh,认为,"S1.2.3, A5.1, X2.1","A5.1, X2.1, X6","X2.1, X2.5",X2.1,[X2.1]
zh,个,"N5, S2","S2, N5",A9,N5,"[N3, N3.1]"
zh,走,"M1, A1.9",M1,"M1, B1, A1.1.1","A1.1.1, M1, A3",[M1]
zh,中,"M6, Z5","M6, N4, Z2, T1.2, M7, H1","M6, N4, T1.2","M6, M7","[M6, N4]"
zh,中国,"Z2, Z3","Z2, Z3, O2",Z2,Z2,"[G1.1, W3]"
zh,临时,T1.3,T1.3,"T2, T1.1.2",T1.3,[T1.3]
zh,丸药,B3,B3,B3,B3,[B3]
zh,起来,"M1, S7.1","M1, A1.1.1",M1,"M1, A1.1.1","[M1, M6]"
zh,之,Z8,Z5,Z8,"Q3, S5",[Z5]
zh,路,"M3, M6","A4.1, M1, M3, M2, N3.3, M6","M3, N3.3, M6, X4.2, A4.1","M3, M6, N3.3","[M3, H3]"
zh,之后,"N4, T1.1.3, M6, T4, Z5","Z5, N4, T4","T1.1.3, N4, M6, T4","T1.1.3, T4, M6, N4","[N4, T4, T1.1.3]"
zh,买,I2.2,"I2.2, I2.1",I2.2,I2.2,[I2.2]
zh,事,X4.1,"Z4, A2.1, X9.2, S1.1.1, A11.1, A1.1.1, I2.1","S1.1.1, L2, I2.1, X4.1",X4.1,"[O2, A3, S1.1]"
zh,事情,"A2.2, O4.1, O1, I2.1",X4.1,"X4.1, A2.2","O2, O1, X4.1, I2.1","[S1.1.1, A1.1.1]"
zh,二,"N1, T3, T1.2",N1,"N1, X9.1",N1,"[N1, S1.2.6, X9.1]"
zh,于,"Z5, M6, X4.2","M6, M7","Z5, M6",Z5,[Z5]
zh,亲人,"S4, S2","S4, A4.1, S2","S4, S2, A4.1","A4.1, S2",[S4]
zh,人为的,A5.4,"A1.1.1, A2.2, X7","A5.4, A1.1.1","A2.2, A2.1, A1.1.1",[X7]
zh,人力,I3.1,I3.1,I3.1,I3.1,"[I2.1, S2]"
zh,都,"M7, Z5","N5.1, A13.2, A13.1","N5.1, A13.2, Z5, A6.1",N5.1,"[N1, N5]"
zh,代替,"A2.1, A6.2, A6.1","A2.1, Z4","M2, A2.1, M1",A2.1,[A2.1]
zh,里,"M6, N3.3, M7, Z5","M6, N3.3",M6,"M6, M7, N3.3",[M6]
zh,钱,I1,I1,"L2, I1, F2, F1, Z85, B4, Z84, Q4.3, A1.1.1",I1,[I1]
zh,会晤,"S1.1.3, A1.1.1","S3.1, M6, S1.1.3","S1.1.3, S1.1.1, S5",S1.1.3,"[S1.1.3, S3.1]"
zh,问题,"X4.1, A12","Q2.2, X4.1","X4.1, B2, A12",X4.1,"[A12, X4.1, B2]"
zh,传下,A9,A9,A9,"A9, M2","[A9, M2, S3]"
zh,作假,G2.2,G2.2,G2.2,G2.2,[A5.4]
zh,作品,"Q1.2, C1, O2, K4","C1, K4, K2","Q1.2, C1, K2","Q1.2, C1, X4.1, K4, O2","[P1, Y1, I2, X4.1]"
zh,儿,S4,S4,"S4, T3, S3.1, Q3",Z1,[S4]
zh,元,I1,I1,I1,I1,[I1]
zh,元首,S7.1,S7.1,"S7.1, Z85, I1, Z84",S7.1,[S7.1]
zh,写,"Q1.2, Q4.1","Q1.2, Q4.1, Q3","Q1.2, P1",Q1.2,"[Q1.2, P1]"
zh,几,N5,"N5, A13.4","N5, A13.4",N5,"[N5, Z5]"
zh,分,"A10, T1.3, W3","N5.1, N3.2, A5, N3.1, N5, A6.1, A5.1, A9, N2","T1.3, M7, N5, N3.1",M2,[I1]
zh,到,"M6, Z5, Q2.1, A9","Q2.1, M6, A1.1.1, Z5, T1, T2, A2.2, M1, A3","M1, A9, A1.1.1, T2","M1, M6",[Z5]
zh,前,"T4, T2, N4, M7, T1.1.1, M6, M1","T1.1.1, N4, M6, T4, Z5, T2","T1.1.1, M6, N4",T4,"[N4, T1.1.1, T4]"
zh,去,M1,M1,"M1, T1, A1.8",M1,[M1]
zh,吃,F1,"M2, A9, F1","F1, F2",F1,"[F1, B1, A1.1.2]"
zh,后,"T1.1.1, N4, Z5, N6","N4, T1.1.3, T4, T1.1.1","T4, T1.1.3, T1.1.1, M6, N4","T1.1.3, M6, N4","[M6, T4, T1.1.1, N4]"
zh,呀,Z4,"Q2.2, Q1.1",Z4,"E5, E1",[Z4]
zh,坐,M6,M1,"M8, M6, G2.1","M8, M6",[M8]
zh,太,"N5.2, A11.1, A4.2","N5, O4.2, N5.2","N5.2, A4.2",A4.2,[N5.2]
zh,女,"S2.1, L2",S2.1,S2.1,S2.1,[S2.1]
zh,好,"A5.1, A1.5.2, B2, O4.2, E2, G2.2, O4.1","A5.1, O4.1, Z4, A7, E1, A1.5.2, G2.2, E2","A13.3, A5.1, A7, G2.2, S3.2, O4.2, A5.2",E2,"[A5.1, G2.2, O4.2, A1.5.2]"
zh,如,"Z5, Z7","E2, A13, Z7",O3,"E2, Z7, Z5",[A4.1]
zh,如果,"Z7, Z5","Z5, Z7",Z7,Z7,[Z7]
