lemma	semantic_tags
مُتَتابِع	 N4 
نَسْل	 S4 T1.1.3/T1.3 S4mf 
أَوْمَأ	 A11.1+ Q1.1 X2.2 X4.1 O2 Y1 A10+ M1 
عَبْدالجَبّار	Z99
نُورِيّ	 W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+ O3/W2 M3 O4.6+ X4.1 E1 A5.1+ E4.1+ X9.1+ B4 W4/A5.1+ 
مُكَبِّر	 K3 N3.2+/A2.1 S7.2+% 
تَمَلُّك	 A9+ S9% 
تَغَطَّى	Z99
سَخَّر	 A1.1.1 G2.2- A1.5.1 S7.1+ X9.2+/G3 
وَهْمِيّ	 X2.1 A5.2- A5.4- 
مَحْضَر	 S1.1.3+ Q2.2 X3.2 S7.1- T1.3 Q1.2 
ظَلَم-َِ	 E3- G2.2- 
بَرّاق	 A5.1+ W2 O4.2+ E4.1+ X9.1+ B4 W4/A5.1+ O4.3/N6 N3.8+ G2.1- A10+ 
بِلَّة	 O1.2 W4 
حَلِيم	 Z1m E3+ B2-/S2mf 
مَرْفُوع	 O4.4 N5++ M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 
وَهْلَة	 T1.2 T1.1.2 N3 
ٱِنْهَمَر	 A1.1.1/O1.2 W4 M1/N5+ H1 M2 A9- 
عَبْداللَطِيف	Z99
نَشْوَة	 F2++ X5.2+++ E4.1+ 
عَلَّى	 A11.1+/A2.1 N3.7+/A2.1 N5+/A2.1 M2 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4 
خُفّاش	 K5.1/O2 L2mfn S2.1f/T3+ K5.1 S2.1/T3+f 
مِجْهَر	 O2/Y1 
نَفَل	 G2.1-/A9+ I1.1 G2.1- L3 
غُلام	 S2.2m L2m@ Z4 T3-/S2mf T3- 
لُهْجَة	 F1/N4 O4.2+ 
شَوْرَب	Z99
ثَوّاب	Z99
صَيْداء	 Z2 
تَشْخِيصِيّ	 B3 X2.4 
لافِتَة	 Q1.2 
تَقَصَّى	 X2.4 B3 P1 H2 Q1.2 C1 
مُناوَرَة	 M1 A1.1.1 G3 
مَرْمَى	 K5.1 X7+ A2.2 A1.5.1 G3 
بَطّارِيَّة	 O3 G3 G3/S5+c F4 
بَغْدادِيّ	 Z5 
مُحاماة	 S8+ G3 G2.1c Q2.2 K5.1 S7.3+ P1 
نَوال	 S8+ E2++ I1.1/G1.1 S6+ G1.1/I1.3 T1.3/I3.1 
ثَنائِيّ	 S7.2+/Q2.2 
إِرْباك	 X2.5- E4.1- E5- 
تَوْصِيف	 A4.1 A4.2+/Q2.2 
بَسّام	 E4.1+ 
ساء-ُ	 B2- E4.1- A1.1.2 E6- 
فَخّ	 A1.7+ M3@fn A9+ S3.2% 
مائِت	 L1- T2- A13.3 L1/S2mf 
هادَى	Z99
صَدْرِيّ	 B1 O2 
عَوّام	 M4/S2mf K5.1/M4/S2mf 
مُجاز	 G1.1/Q1.2 S7.4+ I3.2+ 
مِعاء	 B1 
مُتَّخَذ	 A9+ T1.3 C1 A1.1.1 M2 A2.1+ X2.4 S7.4+ N3 P1 M1 X2.5+ F1@ F2@ B3@ S7.1- S6+ Q1.2@ S4 
ٱِحْتَشَد	 S5+ A9+ N5+/A2.1 X2.5+ A1.1.1% A1.1.1 
تَغَنَّى	 Q2.2 S7.2+/Q2.2 
حافِي	 B1 O4.1 B5- A13.2 A10+ O2 
صَدّ-ُ	 G3 E2- S8- O4.1 
ضَحْل	 N3.7- A11.1- A5.4-/S1.2.1+ A4.2- W3/M4 A8 S1.2 
تَسارَع	 N3.8+ 
تَخْلِيد	Z99
تِرْسانَة	 G3 N5+ Z2 Z3 M4/M7c 
ٱِحْتَمَى	Z99
مُثْقَل	 A12- M2 G2.2/E2 
دَقَّق	Z99
قَحْطانِيّ	Z99
عَيَّل	Z99
تَقِيَّة	 S1.2.6+ A1.3+ G2.1/Q2.2 Q2.2 
مُخاطَرَة	 X8+ A15- I2.1 M1 Q2.2 A1.4 K5 X2.1/A7- 
سُبات	 B2- B1 
شُمُولِيّ	 W3 M7 A1.8+ N5.1+ X2.2 A5.2+ A13.2 N5 P1 
بَلِيغ	 Q2.2/S2mf Q3/X9.1+ 
ٱِنْسِلاخ	 M1 T2- A9- E1% M2 S1.1.3- A2.1+ 
قَيْصَرِيّ	Z99
بُوتُو	Z99
كَفَل-ُ	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ 
غَوْث	 S8+ 
نَشِط-َ	Z99
مُخاطَبَة	 Q2.1 Q1.2 Q2.2 A1.1.1 
مِعَى	 B1 
مُنْزَل	Z99
شِمالِيّ	 G1.2/S2mf 
تَخْلِيص	 A1.1.1 A5.1+/A2.1 L3 M2 A7+ A10+ I1.1 B4 O4.1 
عَطِش	 B1/F2 X7+ O4.1 O1.2- F2 
تَهْوِيَة	 O2 A1.1.1 B3 
شَجَن	 E6- M3 A2.2 
غَيْلَم	 L2mfn 
مَتْح	Z99
جَلَّب	 Q2.2/X3.2++ F2@ 
تُرْجُمان	 Q3/I3.2/S2mf K2/S2mf Y2 
تَقْلِيب	 A2.1+ X2.4/A5.3 
حِنّاء	 L3 O4.3 
إِخاء	 S5+c 
عَزَف-ِ	 K4 K5.1 K1 K5.2 K2 K3 A1.1.1 K6 
تَكَسُّر	 A1.1.2 A1.1.1 A1.9 S5- T2- A2.1+ T1.3 Q2.1@ E4.1-/A2.2 
عِبْرِيّ	 Z2/Q3 Z2/S2mfn 
بُرْعُم	 L3 O2 S3.1% X9.2+ 
مَدْفَن	 M7/L1- 
مَجازِيّ	 Q3 Q1.1 C1 
حَمَوِيّ	 Z5 
قَبّ	 O2 A11.1+/M7 A2.2 W2 Y1 H2 O2/K5.1 E4.1+ Q4.3 
سَحْر	Z99
داهَم	 G3 G2.1 A9+ E3- B2- A1.1.2 Q2.2 W4 A12- X2.6- 
نَصْرانِيَّة	 S9 
عِمادَة	Z99
سُطُوع	 O4.3 A5.1+++ X9.1+++ 
مَحْفِل	 S5+c A9+ N5+/A2.1 X2.5+ A1.1.1% S5+ A1.1.1 
قِران	 S4 A2.2 S5+ M3 O3 A1.1.1 
مُتَناسِب	 A2.2 A6.1+ 
بُودرَة	 O1.1 B4 G3 
مَلْفُوف	 O4.1 A1.1.1 O4.4 G2.2- B2-/X1 F1 
ٱِسْتَكْمَل	 N5.1+ T2- N3.2+ Q1.2 X9.2+ 
شَذّ	 A6.1- A6.2- B2- 
مُخْطِئ	 A5.3- 
لَدْن	 O4.5 X3.2- O4.3 O4.1 S1.2.5- A12+ A2.1+ 
سِرْداب	 H2 O2 F2 H1/L1- M7 A1.1.1 
خَطِيئَة	 A5.3- A2.2 W3% E2- 
فَهْمِي	Z99
تايْلَنْد	 Z2 
ٱِنْضِباط	 G2.1 A1.7+ P1 A5.3+ 
ناس-ُ	 M2 M1 
مُسْتَحَقّ	 I1.1- A5.1++ A11.2+ I1.2 A1.9 X2.6+ A5.3+ S6+ I1.3/S5+ A9- 
بارَك	 S9 A9- S7.4+ E2+ G1.1 Q2.2 
رَفاه	 B2+ W3/M4 W3 A5.1+ A13.3 A7+ Z4 A10+ E1+ 
دُومِينِيك	 Z1 
عَبَّد	 S7.1- A1.7+ 
أَنْسَب	 N5++ A13.3 N6++ 
أُوكرانِيّ	 Z2 Z2/Q3 Z2/S2mf 
تَذَوُّق	 E2+ A9+ E4.1+ F1 
بَطاطِس	Z99
زُكام	Z99
مُسْتَحِقّ	 S1.1.4+ S7.4+ 
تَواصَل	Z99
تَزَمُّت	 O4.1 
وَجْهِيّ	 B1 B4 
عاصِف	 E3- 
مُنْتَقَى	 X7+ X7+/A5.1+++ A5.1+++ 
قَضَى	 X2.1 X6 G2.1 Q3 
مُخاطِب	Z99
جَنَّب	Z99
خَطِف-َ	 G2.1- A9+ O2 A12- T1.2 A1.7+ G2.1 A10+ T2- A1.1.1 X3 T4 M3 
مُدَّخِر	 I1.1/S2mf I1.1 B3 A9+ S8+ A1.9 K5.1 S9 O2 A9+/N5+ 
ٱِنْسَلَخ	 A1.7- A1.3- M1 T2- A9- E1% M2 S1.1.3- A2.1+ 
عَلَنِيّ	 S5+ A10+ S5+c 
جَبَّر	 S1.2.5+/A2.1 O4.1/A2.1 X6+ O4.5 N5 N2 K4 O4.1 O3 S5+c K5.1% M2 M6 W4 A1.1.1 B3 B4 S6+ K2 Q4.3 
ٱِسْتِلْهام	 S8+ B1 
مُواتِي	 E4.2+ E2+ A1.2+ 
أَطْفَأ	 O4.6- A1.1.2@ 
هَلِع	 X5.2+/S1.2 E3-/S1.2 E6- 
رَدْع	 S8- E5- A1.7+ 
لَبِيب	 S1.2.6+ A5.1+ I1.3- 
فُضُولِيّ	 X5.2+ A6.2- S1.2.6- 
رِفْق	 S1.2.1+ E3+ 
مُدَوَّر	 O4.4 Q1.2 Z5 M6 N5 K5.1 M1 F2 B3 F1 K2% G3% 
ٱِنْدَثَر	Z99
غَلِيظ	 N3.7+ N3.2+ N5+ X9.1- O4.5 A10- A11.2+ O4.3@ O4.2-@ N3.7 S1.2.4- O4.1 
أَفّاق	 S2mf W1 O4.4 
فاسِق	 S4/G2.2-/S2mf G2.2- 
فِزْيُولُوجِيّ	 B1 
سِدْر	Z99
خَطَر-ِ	 A2.1+ X6- A3+ X2.1 
مُسْتَبْعَد	 A7- 
أَنَّة	 Q2.2 Q2.2/E2- B2-@ 
مِرِيّ	 Z2 
تَرَبَّع	 M8 C1 P1 G1.1 G2.1 M6 A9+ 
رُوحانِيَّة	 S9 
سُخْط	 E3- E2- 
ٱِسْتِئْذان	Z99
سَحاب	 W4 O4.3 A12- 
تَرْوِيحَة	 X5.1- M6/A2.1 K1% 
سَنَح-َ	 A2.1+ A3+ X2.1 
مُكَيِّفَة	Z99
كَنْعانِيّ	Z99
فِطْرِيّ	 A6.2+ A9+ A5.4+ W3 W5 B1 K2 X9.1+ X1 
أَزّ-ُِ	 K2 Z4 X3.2 X5.2+ Q1.3 A1.1.1 M1 E3-@ 
مُتَوَكِّل	Z99
إِغْفال	 X5.1- S7.2- A1.9 A1.8- X2.2- 
مُؤَسَّسِيّ	 S5+ H1c S1.1.1 S5+c S7.1+ 
مائِل	 X7+ A8 O4.4 M6 S5+ E2++ G2.2- A2.2/E2++ N5.1- Q1.2 
ماهُوَ	 Z8 Z5 
هُورْمُونِيّ	 B1 
فُرْقَة	 S5- A6.1- A1.1.2 S1.1.2- 
ٱِنْفَسَخ	Z99
سَلَب-ُ	 A9- Q2.2/Z6 S7.4- 
تَذْكارِيّ	 NN1@ S1.1.1 
ٱِعْتَزّ	Z99
مُدَّعَى	 G2.1/S2mf Q2.2/A5.2 S5- Q2.2 A9+ G2.1 S1.2.3+ 
خَطّ-ُ	 A1.4 K5.1 O4.2+ C1 M2 A9+ X5.1+ I1.2 X2.1 Q1.2 Q2.1 O4.4 
سَخِن-َ	Z99
ٱِلْتِحام	 S5+ A1.7+ A2.1 S1.1.1 S4 G3@ A6.1- G3 S1.1.1/E3- 
مَغْفِرَة	 G2.1 Z4 S1.2.4+ G2.2+ 
سَحْق	 A1.1.2 X9.2+/G3 S7.1+ E4.1- A1.1.1 
كِنِيسِت	Z99
إِيذان	 Q2.2 Q1.2 
مُتَرابِط	Z99
غُفْران	 G2.2+ S9 I1.2 A5.1+/A2.1 
مُؤَذِّن	Z99
غَفِير	 N5+ A13.3 N5++ 
خوان	Z99
مَسْحُور	 X5.2+ S9 O4.2+ S3.2 
دَوّار	 M1 A6.3+ M2 C1 B2- B4 
مانِح	 A9-/S2mf A9-/B3/S2mf A9- Q2.2 
آسِي	 B2- E4.1- E6- O4.2- A1.1.2 
خَطِّيّ	 Q1.2 N4 O4.4 
مَأْكَل	 F1/B1 A1.5.1/N5+ A1.5.1 A1.5.1/N5 F1 F1/N5 B2-% S8+ 
أَعَزّ	 S1.2.5+/A2.1 O4.1/A2.1 N5+/A2.1 S1.2.5++ N5++ A5.1++ X5.2++ S7.1++ X9.1++ O4.1 S1.2.3++ 
غَرَف-ِ	Z99
كَشْمِير	 Z2 
مِيكْرُوسكُوبِيّ	 N3.2- Y1/O2 
شارِي	 I2.2/S2mf I2.2 
لَبَنِيّ	 F2 O1.2 F4 A9+ 
سَطْو	 E3- X8+ G3 G2.1- 
آكِل	 F1/S2mf F1/B1 A1.5.1/N5+ 
سَخّان	 O4.6+/O3 O2 
مَنِيع	 B2+ W3/M4 W3 A5.1+ A13.3 A7+ Z4 A10+ E1+ 
شِرْك	Z99
مُنْهار	 A1.1.2 B2- N3.2-/A2.1 
داعَب	 K4 K5.1 K1 K5.2 K2 K3 A1.1.1 K6 X3.3/E2+ 
أَكَّل	 F1 A9- S8+ M2@ 
تَخاذُل	 S1.2.5- O4.1 S7.1- A5.1- X9.1- E2+ A6.1- 
مُدَّعِي	 G2.1/S2mf G2.1/I3.1/S2mf Q2.2 A9+ Q2.2/A5.2 
لَبُون	 L2 
مُسْتَنِد	 S7.1- A2.2 
نَبَّه	 X2.2+/A15- A1.3+ G2.1/Q2.2 Q2.2 
غَفَل-ُ	 A1.9 G2.2- 
شُحّ	 S1.2.2+ A9- N5- 
ٱِكْتَظّ	Z99
أَعْزَل	 A9- Q2.2 S7.1- I3.1 G3- 
نابِلْيُون	 Z1m 
لَأْمَة	 G3/B5 S9/B5 G3 O2 
ذِي	Z99
مُوَقَّف	 A1.7+ G2.1 T2- S8- M8 H4 A1.1.1@ 
إِرِيترِيا	 Z2 
مُهَيِّئ	 A1.1.1/N4 
نَتِن	 X3.5 O4.2- A13.3 A1.1.2 A5.1- G2.2- B2- Z4 N5+ 
أَشُورِيّ	 Z2/S2mf 
ساس-ُ	 S7.1+ A1.7+ M6 O4.4 N3.8+ S1.2 A10+ S1.1.1 Q2.2 K4 
عُرْي	Z99
دَوَّن	 N5.2+ Q1.2 K3 T1.1.1 A5.1+++ Q1.2/G1.1 Q3@ K2% N3.1 A9+ Q2.1 A10+ X2.5+ S9/Q1.1 
ٱِنْدَهَش	Z99
فاضِح	 G2.2- 
تَكامَل	Z99
سُمْرَة	Z99
أَخْلَد	 T2++ N5.2+ H1/T1.1.1 L1- M8 
شِبْر	 B1 O2 N3.7 N3.3 I1.2 N4 
لَبَّس	 B5/A5.1+ B5 F1 B3 O4.1 A5.2- 
خالِدِيّ	Z99
أَفْزَع	 E5- 
فُصْحَى	 A5.4+ O4.1 A14 A4.2+ G2.2+ 
ذَقْن	 B1 
سَلَّط	 S6+ S7.1+/X7- A1.1.1 S7.1+ 
سِيجارَة	 F3 
تَباعُد	Z99
شارل	 Z1m 
مِكْواة	Z99
خُشُونَة	 O4.5 E3- A12- O4.2- S1.2.4- 
عَشْوائِيّ	 A1.4 
دَرَقِيّ	 B1 S8+/A15+ A10- O2 G3 
مُشْبَع	 O1.2 N5.1+ O4.1 JJ@ I1.3 
نَبَت-ُ	 N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4 T2+ F1 L3 
غَصّ	Z99
ٱِغْتِراب	 M1/M7 A6.1- A1.8- A2.2/E2- 
مُشَدِّد	 S1.2.5+/A2.1 O4.1/A2.1 A5.1-/A2.1 
تَفَشِّي	 A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3 M1 O1.2 
باعِث	 M2/S2mf M2 A2.2 X5.2+ 
عَراء	Z99
أَمْشَى	 A2.1+ 
مُؤْذِي	 A1.1.2 S1.2.4- G3 A1.1.1 
ٱِغْتَصَب	 G2.1-/S3.2 A1.1.2 A9+/S7.1+ 
تَكَهُّن	 Q2.2/T1.1.3 X2.6+ Q2.2/T1.1.3/S9 X2.1/A7- 
إِلِكْترُون	 Y1 
ذائِب	 A1.1.1 T2- VVN@ O4.6+ O4.6 O4.1/O1.2 
مُدَرَّب	 P1 
تَشَبَّث	 A1.7+ N5-/A2.1 
خَلَف	 A2.1+ 
عَصَبِيَّة	 S5+/Z2 X5.2++ 
مُتَخَيَّل	 X2.1 A5.2- S6+ X7+ 
سَلاسَة	 O4.5 A2.1+ 
سُفْرَة	Z99
شَرَج	 Q1.3 X3.2 A8 B5 O4.4 O2 O3 S5+c M7/K5.1% M1 M2 B1 
مَسْمَع	Z99
مار-ِ	 S8+ O2 I1.1 B5% A1.1.1 K5.1 A10+ 
ٱِخْتِزال	 N3.7-/A2.1 Q1.2 Q3 
مَطِير	 W4 
غَضِب-َ	Z99
عَرا-ُ	 E6- A1.1.1 A1.4 
مُخَلِّص	Z99
إِلْحاد	 S9- S9 X2.1 A1.7-/S9 A1.7-/X2.1 
دِمام	 B3/O1.1 C1 Q2.2 O4.3 
مُطْران	 S9/S7.1+/S2mf M7 
خَيَّم	 S2.1/A8 O4.2- M7 S5+c H4 
وَهِين	 S7.1+/I3.1/S2.2m S7.1+/G2.1/S2.2m S7.1+/S2mf 
أَغْضَب	 E3- B2- 
مُسْتَغَلّ	 S1.2.4+ F4 
خِلْعَة	Z99
خِياطَة	 C1 A1.1.1 B5 A1.2+/A2.1 
رَيْحانِيّ	Z99
ٱِئْتِلاف	 S5+c 
سَراح	 A11.1- X2.1- I3.1- S7.4+/M1 G2.1 A1.7- A9- I2.2 K3 Q4 E6+ 
غامِق	Z99
نَجَد-ُ	 S8+ Z4 O2 I1.1 B5% A1.1.1 K5.1 A10+ 
نَباتِين	 F1 
سَمَرْقَنْد	Z99
أَخْسَر	 N3.7-/A2.1 N5-/A2.1 A2.1/T1.3 N3.3-/A2.1 F1 
تَفْرِيط	 A1.9 G2.2- 
تَشَرُّب	 O4.1 A2.1/O1.2 
دَوايَة	 O3 O2 B2+ W3/M4 W3 A5.1+ A13.3 A7+ Z4 A10+ E1+ 
أَقْلَمَة	 A6.2+/A2.1 A2.1+ 
تَسَلْسُل	 T2++ N4 Q4.3% S9% K2 Y1% 
شَراب	 F2 F2/B1 
لَدائِن	 O1.1 
مَساءَة	Z99
رَوْب	 F1 
سِحْلِيَّة	 L2mfn 
ذَبَل-ُ	 T1.1.3 A1.1.2 Q4.3 O4.3 A10- N5-/A2.1 
مِسَرَّة	 Q1.3 
وُلُوج	 M1 S5+ Q1.2 T2+ A1.8+ M1/A10- X2.5+ 
خَمْر	 F2 O1.2 
كَوْم	 N5+ O2 H1 M2 B2- 
كاد	Z99
أَسْيُوط	Z99
مُذَكِّر	 Q2.1 
سَكَت-ُ	Z99
مُسِرّ	 E4.2+ O4.2+ 
سُحْت	 S7.4- 
مُنْغَلِق	Z99
ذَبْذَبَة	 A2.1+ N6 M1 M2 E1 
مَدْخُول	 G1.1/I1 I1.1+ Z3c I1.1 
فَظّ	 S1.2.4- L2 
بُكْلَة	 O2 A1.7+ 
إِغْواء	 S3.2 S1.2.2+ 
مَلَذَّة	 E4.2+ K1 
أَسال	Z99
مَنْحُوتَة	Z99
مُتَرَبِّص	 A7+ A1.2+ G1.2/S2mf I3.1/S2mf P1/S2mf P1/I3.1 
كَوْمَة	 N5+ A1.1.1/N5+ O2 H1 N3.5 S9 S5+c B2- S5+ 
مُكْتَشِف	 A10+/S2mf M1/S2mf 
مِرْوَحَة	 E2+/S2mf O2 O4.4 A1.1.1 B3 M4/O2 M5/O2 S2/E2+mf 
سِيرك	 K1 
دالّ	 JJ@ A10+ A5.2+ X2.4 
ٱِسْتِلاب	 G2.1-/A9+ A9+ 
سالِب	 Z6 S8- A5.1- C1 
مَسْطَرَة	 A4.1 B3 X7+ X3.1 X8+ K2 A4.1/L3 A4.1/L2 A6.2+ 
مَكْنَك	Z99
فُسَيْفِساء	 C1 
خِمار	 B5 A10- 
لاتْسِيُو	 Z3 
بِكْر	 T3+++ N4 P1@ 
خَمِير	 O4.1/L3/F1 A1.2+ L3 F1 O1 
تَساقُط	 M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2 
نُبُوغ	 M1 A10+ A1.1.1 
مُتَمَكِّن	 X9.1+ X9.1+/S2mf 
ذُهُول	 B1 E5- X5.2- X2.5- 
ناي	 Z4 
تَوَهَّم	Z99
أَخَلّ	 S1.2.4- G2.1- X5.1- A2.1+ 
لاحّ	 N3.3- A4.2+ S5+ S1.1.3+ A6.1+ E2+ W4 M3/H3 A10- A1.1.1 T2- N3.7- A1.7+ N5- A13.6 
مُدْرِك	 T3+ T3+/A2.1 S1.2.6+ X2.2+ S3.2/B1% 
ياسْمِين	 Z1f L3 
مُلْحِد	 S9/S2mf 
فَزِع	 E5- E6- 
سُقْراط	 Z1m 
سَراب	 X3.4/W4 X3.4/A5.2- H2 
سَوْط	 E3-/O2 O2 F1 G1.2/S2mf E3- M2 M1/N3.8+ A1.1.1 A2.2 A9- B1 M1 A1.7+ 
تَسابَق	 S7.3+ K5.1 S5+c M1/N3.8+ 
تَهْوِيل	 E5- O4.1 
نُجُومِيَّة	 A11.1+ 
مُخِلّ	 G2.2- A5.1- 
ذاكَر	 Q2.2 
تَمَسَّح	 O4.3 L2fn S1.1.1 
تَلْوِين	Z99
أَذِيَّة	 A1.1.2 B2- E1 E3- A6.1-/E2- G2.2- S5+ A2.2/X2.1 S8- 
مَسْخ	 A2.1+ A5.2- O4.4 O4.2- A1.1.2 N3.2++ L2/S9mfn G2.2-/S2mf 
غُلاة	Z99
كَفْء	 N5+ A1.2+ A5.1+ A1.2+/I3.2+ A1.7+ I3.2+/P1 X9.2+/K5 S1.2.5-/A2.1 Q2.2 Q3 
كَمُّون	 L3 
لَبّ-َُ	Z99
كُوفِيّ	 Z5 
خُلَيْوِيّ	Z99
غُلُوّ	 N5.2+ N5.2+/Q2.2 G1.2 
لَدُود	 S7.1+ A2.1- L1- A13.3 L1/S2mf 
مَرْوان	Z99
مُوالِي	 S5+ S8+/S2mf 
مَشّ-ُ	 A1.1.2 O1.2 F2+++/S2@@mf B4 
هَوادَة	 S7.4+ F2 S9@ S1.2.1+ 
مَوْجِيّ	 W3/M4 O4.4 Q1.1 Y1 N5 M2 M1 
تَمَزُّق	Z99
فَضَّح	Z99
مُمَيِّز	 O4.2+ A6.1-/X2.2 S1.1.1 X3 
أَلْبِرْت	 Z1m 
أَخْفَق	 X9.2- A5.1-/A2.1 
عارِم	 E3- N3.2+ A5.1+ 
مُتَسابِق	 S7.3+/S2mf 
أَمَنّ	 M3/O2 B2- A1.5.1/N5.1+ B1 X5.2- N5++ A13.3 N6++ 
كارْتِر	 Z1 
ٱِسْتِعارَة	 A9- 
وَحْشَة	 S5- E4.1- 
مَعِيشِيّ	 I3.1 
أُوغَنْدا	 Z2 
تائِه	 X9.2- A9- M6/A5.3- L1- 
وَرْشَة	 I4/H1 P1 
ٱِسْتَجار	Z99
وَصَب-ِ	 N4 O2 T2++ T1.3 
تَعايَش	 I2.1/S5c 
صَوْغ	 O4.4 A2.2 
تَفَحَّص	 X2.4 B3 P1 X2.4/A5.3 
آض-ِ	 M6 S1.1.2+ M1 A9- N6 I1.1 G1.1/Q1.2 M3 K5.1 Y2% A2.1+ 
لِسانِيّات	 Q3 
عَمُودِيّ	 O4.4 S7.1 
رَجَّم	 X2.1 X2.1/A7- 
تَصْوِيت	 G1.2 
ٱِمْتَحَن	 X2.4 B3 P1 
جارِح	 B2- A1.1.1 E4.1- L2/F1 S7.3+ 
حَمِيّ	 O4.2+ O4.3 O4.6+ E3- 
مُبَلِّغ	 G2.1/S2mf Q2.2 
مَنال	 A9+ 
عاج	 O1.1 O4.3 
طَمْس	 A1.1.2 A9- 
إِيجار	 I2.2 I1 
كَتّان	 L3 O1.1 H5 
مُحِقّ	 G2.2+ A2.2 O4.1 
إِنْمائِيّ	 A2.1+ A5.1+/A2.1 H1 
مُعِيد	 P1/S2mf P1 
حَمَّر	 O4.3 F1 F2/O4.3 O4.6+ 
مُتَجَمِّد	 O4.6- M8 T2- E5- 
قَيْس	Z99
تَحَسُّب	 X2.6+ A1.3+ 
أَنام	 B3 
ٱِلْتَمّ	 S5+ A9+ N5+/A2.1 X2.5+ A1.1.1% S1.1.1 M1 
جَهِل-َ	 X5.1- A1.9 
عُذُوبَة	 X3.1 O4.2+ 
أَفْلَت	 A1.7- O2 X2.2- Y2 A9- I2.2 K3 Q4 E6+ 
إِيداع	Z99
إِشْهار	 Q2.2 Q1.2 
أَطْبَق	 A10- N3.3- A4.2+ S5+ S1.1.3+ A6.1+ E2+ W4 M3/H3 A1.1.1 T2- 
تَعْلِيل	 Q2.2/A7+ A2.2 G2.2+ O4.1 
حَسِب-ِ	 S7.2+ X2.1 X2.4 X6 
ثَرْثَرَة	 Q2.1 
تَصَوُّف	Z99
مَشْهُود	 Q2.2/A5.2+ A10+/A5.2+ 
مُوَثَّق	 A4.2+ A7+ Z4 
قَيَّس	 N3.1 F2 K2 
حَمْزَة	Z99
مُحَمَّر	 F1 O4.6+ 
ٱِنْهَضّ	Z99
أَفْرَد	 A6.1- A1.8- S5- A10+ 
فَحَص-َ	 X2.4 B3 P1 
مُتَجاوِز	 N5.2+ O4.1 
بالِي	 O4.2- O4.1 B5 A1.1.1 
أَبْطَأ	 T4- 
أَنْشَط	 A2.2 X5.2+ B2+ A5.1+/A2.1 
أَنْقَرَة	 Z2 
مُتَعارِض	Z99
طَوْق	 O4.4 S5+c K4/H1@ M1 B5 A9+ G2.1@ X9.1+ 
رُجُولَة	 S2.2 
نازِل	 M8 T2++ H4 
مُسْتَعْرِب	Z99
صَهْيُونِيَّة	Z99
تَوَّب	Z99
أَهْلَك	 A1.1.2 
حَنَفِيَّة	 O2 A1.1.1 X3.2 G1.1/Q1.3 K1@ A1.5.1 Q2.2 F4% 
قِنْدِيل	 O2/W2 O3 H5 
أُنْمُولَة	 B1 
أَزَلّ	Z99
مُعاقَبَة	 G2.1 S7.4 
قَطّان	Z99
نِضالِيّ	 S8- X8+ E3- G1.2 
تَلْفَزَة	 Q4.3 
قُطْنِيّ	 O1.1 X2.3+ 
تَقاسُم	 A6.1- 
يُوفِنْتُوس	Z99
مُبْتَدِع	 T3-/S2mf T3- X2.1/A6.2- C1/S2mf 
مُصَنِّف	 Q4.1/S2mf Q1.2/S2mf Y2 Q1.2 
تَواتُر	 N6+ T2++ 
أَهَبّ	 X2.2+ X5.2+ B1 A2.2 
تَقَيُّد	 A1.7+ 
تَزاحَم	Z99
نَزْوِيّ	 X2.6- A1.3- 
حَصّار	Z99
تُورُونْتُو	 Z2 
صائِب	 A5.3+ A5.3+/A2.1 T1.2/A1.2+ 
تَجْوِيف	 O2 B2- 
مُصادَقَة	 S7.4+ E2+ G1.1 Q2.2/I3.2 
بُرْتُغال	 Z2 Z3c 
حَصْرِيّ	 O4.2+ A14 A1.8- A14/Q4.2 
هارْفَرْد	 Z1mf Z3c 
زَحْمَة	 S5+++ A1.1.1/N5+ F1 M3/M8 T2- N5++ 
جاع-ُ	 F1- 
تَصادَم	 A1.1.2 A6.1- 
عاهِل	 S7.1+/S2mf S7.1+ I1 
مُتَضَرِّر	 A1.1.2 
تَصادُم	 A1.1.2 A6.1- E5- B2- O3 S1.2.4- 
تَنَزَّه	Z99
شُمُولِيَّة	 N5.1+ 
مُمْتَحِن	 P1/S2mf X2.4/S2mf X2.4 
نُزْهَة	 F1 M1 S3.2% S3.2 X5.1- M6/A2.1 K1% 
مَعْهُود	 Q2.2 B2+ W3/M4 W3 A5.1+ A13.3 A7+ Z4 A10+ E1+ 
جال-ُ	 M1 X5.1- 
مُرُوَّة	 G2.2+ E5+ S1.2.4+ 
حَنْبَلِيّ	Z99
حانُوت	 F2/H1c F2/H1 F2 
عَلَّل	 Q2.2/A7+ A2.2 G2.2+ O4.1 
شاهِين	Z99
طَرَّز	 B5 Q2.2 
ٱِطِّراد	 T2++ A6.1+ 
نَصَر-ُ	 S8+ M2 Q2.1 X9.2+ B3 S9% 
تَطْرِيز	Z99
